,username,retweetCount,replyCount,followersCount
3436,OOPL_Abeokuta,2.0,0.0,317.0
2312,Jeni_warstudies,2.0,1.0,662.0
141,ARCA_artcrime,2.0,0.0,5662.0
4946,Zebra_carol,2.0,0.0,4444.0
440,AngelaRoothaan,2.0,1.0,991.0
2885,MalikAndTheOGs,2.0,0.0,2689.0
8782,tosinolaseinde,2.0,1.0,66829.0
6855,jexuxibanez,2.0,1.0,616.0
1612,EthnicityInvest,2.0,0.0,3389.0
8779,torysmasher,2.0,0.0,5641.0
5672,caitlinrgreen,2.0,2.0,26470.0
2385,Jonstaj_1,2.0,2.0,2071.0
9041,yakes_facts,2.0,0.0,414.0
2878,Majorettes_9,2.0,0.0,839.0
7981,pipelinenews,2.0,0.0,968.0
7468,mochilovecos,2.0,0.0,122.0
9085,zone_african,2.0,0.0,271.0
4905,Yale_CAS,2.0,0.0,3688.0
1749,FrancisElecha,2.0,0.0,9384.0
3427,OGTalkuTalku,2.0,1.0,196.0
7538,museumofbc,2.0,0.0,11647.0
1450,DscvrAfricanArt,2.0,0.0,29.0
4058,SamAbdelGhafour,2.0,0.0,1536.0
2734,Lixus_014,2.0,1.0,1755.0
2032,HistoryHoneys,2.0,0.0,961.0
1160,CyrilPedia,2.0,4.0,5272.0
1948,HTSmartcast,2.0,0.0,1395.0
1949,HabereGuven,2.0,0.0,1741.0
4284,StCrossCollege,2.0,0.0,4016.0
1036,ChumaAkuchie,2.0,0.0,431.0
4053,SaimaMohsin,2.0,0.0,234625.0
3678,PeterFoolen,2.0,0.0,1341.0
6400,gaddn_1,2.0,0.0,712.0
4276,SplashFM1055,2.0,0.0,110262.0
2563,Kontekst015,2.0,0.0,660.0
3869,RayToluAyo,2.0,0.0,530.0
6051,doctorkevinmoo1,2.0,0.0,1465.0
3688,Pezi_,2.0,2.0,348.0
6132,ebose__,2.0,0.0,1114.0
1278,DavinaUshere,2.0,0.0,62.0
2073,Hzenorov,2.0,3.0,91.0
890,CGTNEurope,2.0,0.0,11045.0
2034,HistoryToday,2.0,0.0,318582.0
3695,PhilibertLeslie,2.0,1.0,777.0
2071,HuubvdL,2.0,1.0,229.0
4670,TyreeBP,2.0,0.0,18085.0
6145,edmac_henry,2.0,3.0,927.0
896,CLARESAMBROOK,2.0,1.0,4609.0
6524,gueritachilanga,2.0,0.0,87.0
1293,DeborahSuggRyan,2.0,0.0,6771.0
870,BydysawdCatrin,2.0,2.0,430.0
1295,DecolonialUCD,2.0,0.0,436.0
1296,Decolonialheart,2.0,1.0,879.0
4027,SSsandhu1,2.0,0.0,923.0
8371,shen_shiwei,2.0,1.0,35317.0
1929,GuardianEdu,2.0,0.0,290726.0
6067,dorothyjberry,2.0,0.0,3757.0
2625,Laprofmme,2.0,1.0,3343.0
830,Bridget_Bray,2.0,1.0,479.0
2535,KingRetweetsL,2.0,1.0,3582.0
4343,SultanofOman,2.0,0.0,1656.0
7358,maxsiollun,2.0,6.0,8880.0
4313,SteveOladipo,2.0,0.0,75.0
2089,IGIHE,2.0,1.0,238507.0
4041,S_L_Alexander,2.0,0.0,4497.0
3638,PaulSBarlow,2.0,0.0,160.0
3888,RebeccaTaylorNY,2.0,0.0,15202.0
1938,HBGanttCenter,2.0,0.0,5268.0
1939,HBJSCH63,2.0,0.0,360.0
8505,statecraftdaily,2.0,2.0,5494.0
8299,sbmintelligence,2.0,0.0,21243.0
7351,mattyross_films,2.0,0.0,857.0
2619,LamontLilly,2.0,0.0,16291.0
9022,wtfarthistory,2.0,0.0,13662.0
2080,IAmSuyiDavies,2.0,1.0,15685.0
7215,lol_ansell,2.0,0.0,136.0
2556,KoloKennethK,2.0,3.0,24151.0
8196,rolake_a,2.0,0.0,529.0
2070,HurstPublishers,2.0,1.0,11132.0
4246,SominiSengupta,2.0,1.0,25295.0
911,CWallop,2.0,3.0,2445.0
1227,DanNouveau,2.0,1.0,9672.0
1224,DanCrocker91,2.0,0.0,326.0
3771,ProfBethLord,2.0,2.0,787.0
7692,nomorefoucault,2.0,0.0,4.0
3773,ProfKarenSayer,2.0,1.0,3078.0
4145,Seyi__,2.0,1.0,7318.0
2699,LetterwriterMe,2.0,1.0,1964.0
8403,sirvikky,2.0,0.0,744.0
6233,eromsidem,2.0,0.0,446.0
2706,LiamBailey,2.0,3.0,9531.0
1965,HaroldWNelson,2.0,0.0,16866.0
1977,HawtBlithe,2.0,0.0,29.0
2709,Libertywriters_,2.0,0.0,1983.0
1966,Haroon_Siddique,2.0,0.0,7391.0
4125,Sed_Ade,2.0,1.0,127.0
8257,sam_redheadd,2.0,0.0,283.0
1196,DNarratives,2.0,1.0,2494.0
4122,Seanofthesouth,2.0,0.0,10400.0
4119,SeaGypsy15,2.0,0.0,814.0
1974,HatchEvents,2.0,0.0,630.0
1207,DVSUtm,2.0,0.0,66.0
4105,SchengenStory,2.0,2.0,3202.0
3794,Pythika,2.0,1.0,10024.0
6251,etoile,2.0,0.0,1825.0
2044,HobanGirl,2.0,0.0,587.0
3799,Quatr_us,2.0,0.0,2190.0
8250,salib0329,2.0,2.0,3647.0
8280,sarahleah1,2.0,0.0,84152.0
3712,PierreCiric,2.0,0.0,3888.0
4092,SarahWardAU,2.0,0.0,5949.0
8222,runshakasean,2.0,0.0,397.0
4245,Soldierscharity,2.0,0.0,46193.0
6412,gazette_drouot,2.0,1.0,3066.0
2065,Hull_Museums,2.0,1.0,10078.0
921,CanvasOnair,2.0,0.0,525.0
2064,HughJaeger,2.0,2.0,4498.0
1176,DEagleOnline,2.0,0.0,22808.0
2062,Howie__ja,2.0,0.0,834.0
6507,greggchadwick,2.0,1.0,6433.0
3721,PlentywakaNG,2.0,0.0,2600.0
4212,SistaToFunky,2.0,1.0,2550.0
6174,eleftherianews,2.0,0.0,4598.0
1022,Chrisihidero,2.0,1.0,6469.0
942,CarpenterUnion,2.0,2.0,1337.0
7699,notafascist98,2.0,1.0,1073.0
6184,ellajjmueller,2.0,0.0,805.0
1239,DanielxQuintana,2.0,0.0,291.0
950,CathyDAndrea99,2.0,5.0,6439.0
6207,enculturate,2.0,0.0,16.0
3842,RadioBiafraD,2.0,0.0,8702.0
7307,mappingmuc,2.0,0.0,1053.0
1231,Dani_rev_Wong,2.0,0.0,56.0
3766,PrincetonUPress,2.0,1.0,54341.0
8247,saimajakhtar,2.0,0.0,415.0
8432,smithie1,2.0,0.0,3168.0
4385,TEFA_Berlin,2.0,0.0,49.0
8511,stellinaart,2.0,0.0,523.0
3603,PanaramicComics,2.0,0.0,789.0
1079,CollectionTrust,2.0,2.0,11184.0
1416,DrElnora,2.0,0.0,7594.0
2471,KaraWSwanson,2.0,0.0,1195.0
3492,Olukad1,2.0,1.0,301.0
1412,DrDavidFleming,2.0,0.0,2587.0
3496,OlusolaAdeoye3,2.0,1.0,412.0
4584,TidningenGlobal,2.0,0.0,284.0
2655,LeGateauChoc,2.0,0.0,11338.0
4575,ThomasHall17,2.0,0.0,2506.0
5918,dammydr3zy,2.0,0.0,6542.0
8609,tbillion112,2.0,0.0,762.0
2789,Lucymuseum,2.0,0.0,377.0
8324,sedikola,2.0,0.0,101.0
3984,Ruggeddefender5,2.0,0.0,1534.0
1401,DplmtcObserver,2.0,0.0,11495.0
1399,Doylebytes,2.0,0.0,9751.0
3518,OnwardNG,2.0,0.0,90647.0
3939,RidgeMahogany,2.0,0.0,1551.0
2659,Le_Dumiebi,2.0,0.0,122.0
5954,davidkingtheo,2.0,0.0,8594.0
3520,OpBlackVote,2.0,0.0,18339.0
1334,DeutscheWelle,2.0,0.0,147715.0
3932,RichardDalglei4,2.0,1.0,1873.0
5956,davidwjgill,2.0,0.0,3151.0
3989,RuthHecht,2.0,0.0,2512.0
7180,lidongni,2.0,1.0,1252.0
3530,Orekiscfr,2.0,0.0,262.0
3928,RhodeliaRosea,2.0,4.0,626.0
3982,Rozemareigh,2.0,1.0,3579.0
4596,TimmeeGrinham,2.0,1.0,585.0
1094,CondeIdalina,2.0,0.0,800.0
8097,raj_psyc,2.0,2.0,10667.0
3962,RohanGreyFA,2.0,0.0,2814.0
2455,KUafs,2.0,0.0,1062.0
1445,Dragonblaze,2.0,2.0,2474.0
1444,Dr_Ryan_Nutting,2.0,0.0,58.0
3959,Rodger_Laz,2.0,0.0,5828.0
656,BamptonSCH,2.0,0.0,370.0
9021,wsoeldner,2.0,0.0,2962.0
7632,newsbreakngr,2.0,0.0,9017.0
7713,nubia_dc,2.0,0.0,278.0
8095,raiyaano,2.0,1.0,107.0
4638,TregaskesW,2.0,0.0,2980.0
2806,LynchKenny,2.0,1.0,944.0
4636,Travelwithgaz,2.0,2.0,102.0
2134,Ihama15,2.0,0.0,521.0
2141,Ilias_Energia,2.0,0.0,1180.0
2013,HiImMaymay,2.0,0.0,148.0
1430,DrLisaBThompson,2.0,0.0,6611.0
8327,seethingsista,2.0,1.0,1429.0
9059,ytcitraining,2.0,0.0,11952.0
5875,cruelsankara,2.0,1.0,284.0
6695,icomCIDOC,2.0,0.0,1498.0
5881,culartblog,2.0,2.0,2654.0
5885,cultureand_,2.0,0.0,3630.0
4604,TobyShort_art,2.0,0.0,4280.0
7783,olga_A_smith,2.0,1.0,900.0
7637,newsdiaryonline,2.0,0.0,31772.0
4526,TheOgbeniOpa,2.0,0.0,31442.0
5955,davidokoro1,2.0,1.0,1143.0
1385,DoniseCampbell,2.0,0.0,173.0
6306,feraldata,2.0,1.0,27333.0
1365,DiplomaticIfe,2.0,1.0,2389.0
4482,TheCCProjectIRL,2.0,0.0,7.0
2114,IamSakyi,2.0,2.0,1199.0
2023,HisVille,2.0,1.0,10.0
3924,ReutersWorld,2.0,0.0,330480.0
6618,house_of_harley,2.0,0.0,1082.0
1998,HenkelStiftung,2.0,0.0,3734.0
4463,TheAfricanistUK,2.0,0.0,113.0
111,AHiScharity,2.0,0.0,2044.0
7184,lindaikeji,2.0,2.0,1879217.0
4449,TessEractica,2.0,1.0,1827.0
6611,honest_gardener,2.0,1.0,969.0
4441,TelegraphWorld,2.0,0.0,237204.0
4486,TheCityBizNews,2.0,0.0,1962.0
1064,ClaudineMoore,2.0,0.0,3689.0
7269,maddy_hs,2.0,2.0,275.0
6607,holamiju,2.0,1.0,692.0
6371,fringetracker,2.0,0.0,2995.0
4409,Tales4All,2.0,0.0,2158.0
2669,LeedsTours,2.0,0.0,1592.0
4401,TSAArtMagazine,2.0,1.0,1558.0
6301,femicodes,2.0,0.0,2129.0
8165,rishie_,2.0,1.0,3240.0
4396,TObscurantist,2.0,1.0,124.0
6376,frogclowns,2.0,0.0,387.0
6585,hhulbert,2.0,0.0,655.0
8143,resolutereader,2.0,2.0,2939.0
4467,TheArtsToday,2.0,0.0,30409.0
992,ChesterMarius,2.0,1.0,4.0
2019,HilmarPreu,2.0,0.0,1121.0
4488,TheCriticMag,2.0,0.0,11917.0
6319,flapperpress,2.0,0.0,495.0
7708,nprworld,2.0,0.0,9296.0
725,BidCurios,2.0,0.0,37.0
4514,TheLawMap,2.0,0.0,8678.0
7181,lightsailing,2.0,1.0,468.0
6641,iEthiopia,2.0,0.0,16525.0
1133,CulturalChamp,2.0,0.0,1195.0
724,BibliophileVic,2.0,0.0,467.0
7182,limlouisa,2.0,2.0,60843.0
3533,OriginsOSU,2.0,0.0,7661.0
8581,syllabus_tweets,2.0,0.0,16112.0
7511,mrsayso,1.0,1.0,3316.0
2291,JarelRB,1.0,0.0,6550.0
7535,museumethics,1.0,0.0,608.0
7073,kmacfong,1.0,0.0,220.0
7062,kiraniazeez,1.0,2.0,3137.0
7510,mrsaidacortes,1.0,0.0,281.0
7233,louvrepourtous,1.0,0.0,46080.0
7316,marialeo82,1.0,0.0,1586.0
2623,LangstonReview,1.0,2.0,2221.0
2292,JasNijjar123,1.0,0.0,842.0
2612,LadySileL,1.0,0.0,2989.0
2614,LagMetropolitan,1.0,0.0,174.0
2598,LPFKiddiesClub,1.0,0.0,408.0
2310,JeffreyRothsch3,1.0,1.0,4445.0
7070,klartraum,1.0,0.0,341.0
7261,m_lesleywalker,1.0,0.0,305.0
2664,LearnListenLead,1.0,0.0,205.0
2653,Le360fr,1.0,0.0,186742.0
7246,lugertelcalling,1.0,0.0,229.0
2317,JenniferSliwka,1.0,0.0,1598.0
7262,m_semati,1.0,0.0,1694.0
2316,JenniferPaling,1.0,0.0,774.0
2925,MarkHigbee,1.0,1.0,29896.0
2618,Lambo,1.0,0.0,5944.0
2314,Jennife46263538,1.0,0.0,410.0
2283,JanaSpiller,1.0,0.0,98.0
2320,JennydotWhite,1.0,0.0,249.0
2698,LetterenGeest,1.0,0.0,1534.0
2662,LeahFeiger,1.0,1.0,3452.0
2921,MarkAndersonPhD,1.0,0.0,1278.0
7055,kingchige,1.0,0.0,364.0
7515,msannapicard,1.0,0.0,2737.0
7247,lui_log,1.0,1.0,1397.0
2305,JefeUkpe,1.0,0.0,93.0
2282,JanSliwa,1.0,1.0,2721.0
2675,LegalHermit,1.0,0.0,2009.0
76,9jalinksmedia,1.0,0.0,18118.0
2711,LightfootInHwd,1.0,0.0,2319.0
2508,Kenawel,1.0,0.0,732.0
2848,MaameLDN,1.0,0.0,46.0
2783,LucideaCore,1.0,0.0,974.0
2422,JulianPowerVO,1.0,0.0,6984.0
2782,LuciaNixon,1.0,0.0,1438.0
7395,mercyemem,1.0,1.0,367.0
2490,KatieJRamsey,1.0,0.0,62.0
2500,Kazuo_MORIMOTO,1.0,0.0,15.0
2420,Julia_Brungs,1.0,1.0,681.0
2417,JuliaVSeidel,1.0,0.0,1423.0
2416,JuliaLeeThorp,1.0,0.0,1452.0
2857,MadeManAse,1.0,0.0,1304.0
7451,mistarmiles,1.0,2.0,136.0
7185,lindas1954,1.0,0.0,10394.0
2862,Mafricaines,1.0,0.0,249.0
2413,JuicyChitChats,1.0,0.0,1671.0
7195,list_wand,1.0,0.0,683.0
2523,KhanyisileLt,1.0,0.0,2159.0
7366,mcb_1,1.0,0.0,736.0
2527,KieronMonks,1.0,0.0,1019.0
7364,mbalter,1.0,0.0,6684.0
2758,LootBuster,1.0,0.0,126.0
2539,KingswoodSch,1.0,2.0,600.0
2846,MaDailyGistNG,1.0,0.0,380490.0
7440,minturnalexandr,1.0,0.0,1730.0
2424,JulieOwono,1.0,0.0,12934.0
2425,JulieeJohnsonn,1.0,0.0,2172.0
2813,MALABOArts,1.0,0.0,1234.0
2811,MACmuseumMQ,1.0,0.0,1973.0
7417,michaelinpooler,1.0,0.0,212.0
2458,KabwePRQ,1.0,0.0,2834.0
7170,letsgo_nigeria,1.0,0.0,71.0
2821,MD_Class3,1.0,1.0,316.0
7154,leinfelder27,1.0,0.0,1325.0
2460,KadunaSports,1.0,1.0,1722.0
7172,lewisgarland,1.0,0.0,592.0
7148,lebeauvice,1.0,0.0,4228.0
2441,KD_Storymaking,1.0,0.0,937.0
2829,MKSerumaga,1.0,0.0,6295.0
7407,mfcunhaa,1.0,0.0,378.0
2479,KasualKool,1.0,0.0,1272.0
2832,MMGlody,1.0,1.0,889.0
7145,leadingreports,1.0,0.0,272.0
2429,June12Post,1.0,0.0,3225.0
2839,MSN,1.0,0.0,227643.0
2787,LucyNickells,1.0,0.0,441.0
2483,Kate_Fulcher,1.0,1.0,2394.0
2485,KathleenNdongmo,1.0,0.0,25967.0
2541,KinondoniDsm,1.0,2.0,668.0
7208,lmhoxford,1.0,0.0,5227.0
2332,JessyLooWhoXO,1.0,0.0,157.0
7494,moyo_offishall,1.0,0.0,2186.0
2577,KwesiCapo,1.0,0.0,344.0
2586,LAustyanJulian,1.0,1.0,881.0
2721,LinusGalleries,1.0,0.0,6950.0
2588,LD_Mazz_D,1.0,0.0,196.0
7092,krisberwouts,1.0,0.0,5735.0
7090,koya_jayoung,1.0,1.0,48.0
2357,JoeWalston_WCS,1.0,1.0,4514.0
7493,movinghistories,1.0,0.0,661.0
2910,Margaret91448,1.0,0.0,944.0
7087,kosisochukwuN,1.0,0.0,263.0
2714,Linda48579744,1.0,0.0,268.0
2545,KiruTaye,1.0,0.0,5110.0
2953,Mathias_AgboJr,1.0,1.0,427.0
7498,mr_handley17,1.0,0.0,129.0
9027,wyolibrarian,1.0,0.0,1423.0
2340,JillianKeenan,1.0,0.0,6956.0
7086,kosi_nnebe,1.0,0.0,3136.0
2713,Lilysea,1.0,0.0,1324.0
2712,LilyNats,1.0,0.0,81.0
2339,Jiivanii,1.0,0.0,3173.0
2915,Mariebe10098426,1.0,0.0,4559.0
2336,Jhuomeu,1.0,0.0,26.0
2366,JohnLauner,1.0,0.0,5335.0
2371,JohnSHernandezz,1.0,0.0,1480.0
2900,ManuelaBoatca,1.0,1.0,1509.0
7332,martasia13,1.0,0.0,362.0
2867,Magiclammy,1.0,0.0,4375.0
2745,LoicTheStoic,1.0,2.0,3619.0
7119,lamb_heart_tea,1.0,5.0,7136.0
7347,matculture4ever,1.0,1.0,435.0
2393,JoseTrujilloArt,1.0,0.0,11320.0
7465,mmdeforrest,1.0,0.0,470.0
2387,JoonJuniper,1.0,0.0,203.0
7220,londonartnews,1.0,0.0,17422.0
2881,Make_K12,1.0,0.0,1986.0
7470,modekoerper,1.0,1.0,14973.0
7222,lootedobjects,1.0,2.0,191.0
2381,Jonansah,1.0,0.0,493.0
2380,JonPiccini,1.0,6.0,6654.0
7472,modernmum365,1.0,0.0,149.0
7474,mojubaolu,1.0,0.0,1685.0
7104,kurtstreeter,1.0,0.0,5499.0
7340,mary_harper,1.0,0.0,63323.0
7339,marvellous997,1.0,0.0,624.0
7477,mollybdenum_,1.0,0.0,159.0
7097,kujakupoet,1.0,0.0,2763.0
2574,KwameGilbert,1.0,0.0,230.0
7278,magnusllewellin,1.0,1.0,11174.0
146,ARTEKLAB,1.0,0.0,9296.0
2954,MathijsvdLoo,1.0,2.0,2255.0
5923,dandomingx,1.0,1.0,734.0
5939,daretosho,1.0,0.0,598.0
5940,darksun_studio,1.0,0.0,34.0
5947,david_colquhoun,1.0,1.0,15835.0
4532,TheRealEsosa,1.0,0.0,1123.0
5959,dayoconnect,1.0,1.0,278.0
4527,ThePharaohsCat,1.0,0.0,136.0
4524,TheNewDiplomat1,1.0,0.0,581.0
4523,TheNerveAfrica,1.0,1.0,78036.0
5967,dduncombe,1.0,0.0,718.0
4508,TheHistoryWoman,1.0,0.0,5813.0
4507,TheHeritagist,1.0,0.0,1317.0
5982,deeyen2011,1.0,1.0,890.0
5991,denis_tull,1.0,0.0,1990.0
4472,TheBathFestival,1.0,0.0,1154.0
4471,TheBWSTimes,1.0,0.0,5134.0
4469,TheBEFS,1.0,0.0,3486.0
9067,zaibatsu,1.0,0.0,483752.0
4447,TerryWSummers,1.0,1.0,315.0
6012,diballestero,1.0,2.0,554.0
6024,director_von,1.0,1.0,1315.0
4426,TavistockReeves,1.0,0.0,3146.0
6028,divafoyh,1.0,0.0,2389.0
4415,TamsinRussell,1.0,1.0,5268.0
4413,TallulahB2012,1.0,0.0,529.0
4410,TalkHistoryJA,1.0,0.0,1008.0
5936,danwibg,1.0,0.0,3667.0
5917,damienmullan85,1.0,0.0,2817.0
6047,dn_rath,1.0,0.0,461.0
5905,dadakim,1.0,1.0,12840.0
4744,VOAStraightTalk,1.0,0.0,25724.0
5803,citizenshpwatch,1.0,0.0,203.0
5808,ckwrightphd,1.0,5.0,88.0
4721,UpfrontAfrica,1.0,0.0,11906.0
4717,UoLCriminal_law,1.0,1.0,1183.0
4709,UnionBlacks,1.0,0.0,204.0
4705,Unathi_Kwaza,1.0,4.0,48187.0
4702,UnOxProject,1.0,0.0,1992.0
4672,UCBAfrica,1.0,0.0,468.0
4666,TvnVintage,1.0,0.0,2717.0
4659,TucyTales,1.0,1.0,309.0
4656,TsarTsola,1.0,1.0,394.0
4655,TsarKastik,1.0,0.0,1638.0
5859,courtclinton,1.0,2.0,348.0
4647,TrilceNavarrete,1.0,0.0,951.0
5867,craigjcalhoun,1.0,0.0,21448.0
5874,crossland68,1.0,0.0,786.0
5880,cuibono2016,1.0,1.0,10635.0
5882,culture_claire,1.0,0.0,1076.0
5884,cultureafrica1,1.0,0.0,44.0
4615,Tony3di,1.0,0.0,1866.0
4603,Tkarera,1.0,1.0,16097.0
5902,da_sweetthin,1.0,0.0,2134.0
4600,Tinu,1.0,1.0,41467.0
4595,Timewalkproject,1.0,0.0,5972.0
4400,TRedefinedMedia,1.0,0.0,25124.0
4382,TCSNewspaper,1.0,0.0,8594.0
4748,V_Mulholland,1.0,0.0,2023.0
6140,eddie_alegbe,1.0,0.0,14704.0
4253,Sophia_HS1,1.0,1.0,257.0
4250,SonjahStanley,1.0,0.0,9062.0
4244,SolHughesWriter,1.0,0.0,10020.0
4241,SokariCharles,1.0,0.0,16.0
4239,Sojourner19thSt,1.0,0.0,772.0
4238,SohoGeorge,1.0,1.0,4155.0
4233,Smits1Rene,1.0,0.0,720.0
35,24haubenin,1.0,0.0,4973.0
9062,yves_cyriaque,1.0,0.0,2960.0
6167,ekelly1701,1.0,1.0,571.0
4211,SistaShanice,1.0,0.0,39.0
6175,elgeotaofeeq,1.0,0.0,697.0
4199,SimplyAYT_,1.0,0.0,614.0
4198,SimpleSimonFB,1.0,0.0,532.0
4173,ShivaForJustice,1.0,0.0,130.0
4164,Shepherd440,1.0,0.0,465.0
4162,ShehuAGwandu,1.0,0.0,469.0
6211,engagevisualart,1.0,0.0,12366.0
4160,Sheeraz037,1.0,0.0,5.0
4153,Shan1272,1.0,0.0,226.0
6230,eriswiss,1.0,0.0,2777.0
6231,ernestarts123,1.0,0.0,46.0
4131,Selzer_David,1.0,0.0,411.0
4129,SellaTheChemist,1.0,1.0,10768.0
6240,esotouric,1.0,0.0,9239.0
6142,editeszegedi,1.0,0.0,441.0
6136,ecoomasaru,1.0,0.0,3546.0
6056,domynych,1.0,0.0,1526.0
6129,ebenzy_,1.0,0.0,5979.0
4377,TAMinUK,1.0,0.0,1042.0
6061,donlaz4u,1.0,0.0,8067.0
6062,donna92,1.0,0.0,397.0
4367,SycamoreLive,1.0,0.0,566.0
6070,dotunpopoo,1.0,0.0,3796.0
4361,SusannaKearsley,1.0,0.0,5819.0
4352,SunuAfrik,1.0,0.0,362.0
4333,StudioAfrika,1.0,1.0,730.0
6096,duanedeterville,1.0,0.0,1469.0
4316,Stevenson_ZA,1.0,0.0,4664.0
6111,dwatchnews_afr,1.0,0.0,1405.0
4310,Stephen_Curry,1.0,0.0,20596.0
4307,StephenIkechuk4,1.0,1.0,7600.0
4305,StephanieSemle1,1.0,0.0,147.0
4302,StellaLallement,1.0,0.0,15990.0
4300,StellaBellGam,1.0,0.0,488.0
4299,Steff2288,1.0,0.0,17.0
4297,Steavihn,1.0,0.0,2348.0
4294,Starr1035Fm,1.0,0.0,295957.0
4292,StandardKenya,1.0,0.0,1550761.0
4291,StanMorre,1.0,0.0,36.0
4290,StanGetui,1.0,0.0,1630.0
6123,ea_akin,1.0,0.0,4654.0
4281,Sprocketburp,1.0,0.0,1950.0
4280,Springborn21,1.0,0.0,681.0
5797,christysym,1.0,1.0,517.0
5795,christashr,1.0,0.0,19.0
4107,SchulzeKoch,1.0,0.0,1387.0
5202,alexalaka,1.0,0.0,32.0
5475,bangingbookclub,1.0,0.0,6913.0
5479,barista__morg,1.0,0.0,1799.0
5486,basementafrica,1.0,0.0,1130.0
5488,basilabia,1.0,0.0,5698.0
9083,zipporahosei,1.0,0.0,779.0
5163,ainajkhan,1.0,0.0,9654.0
5501,beautypulse_ldn,1.0,0.0,3929.0
5158,ahmedbinsulayem,1.0,0.0,4295.0
5154,aheartforafrica,1.0,0.0,3218.0
5152,agyenimpraise,1.0,0.0,1398.0
5142,afropresencia,1.0,0.0,4222.0
5515,bello_osama,1.0,2.0,112.0
13,1InfoAfrica,1.0,0.0,41.0
9082,zipplang,1.0,0.0,101.0
5123,africapoloopen,1.0,0.0,119.0
5122,africansinsport,1.0,0.0,14499.0
5105,afr0rican,1.0,0.0,1577.0
5542,bill_fischer,1.0,0.0,8689.0
5098,adriennedevine,1.0,0.0,173.0
5096,adrianmurdoch,1.0,0.0,5268.0
5552,bisialimi,1.0,4.0,11852.0
5553,bisuclef,1.0,1.0,1049.0
5555,bixhiribarren,1.0,1.0,1666.0
5081,adekemitweets,1.0,0.0,106.0
5071,adamarchaeology,1.0,0.0,1167.0
5474,bamendasheriff1,1.0,0.0,1585.0
5209,alfietjs,1.0,0.0,47.0
5568,blancdevereau,1.0,0.0,222.0
5211,alfred_torsu,1.0,0.0,875.0
5370,art_plutos,1.0,0.0,7.0
5380,artcritique_en,1.0,0.0,9001.0
5382,artdetective,1.0,0.0,17332.0
5328,anthroworks,1.0,0.0,26204.0
5323,antbase10,1.0,1.0,1314.0
5317,annesaurus,1.0,0.0,890.0
5315,annectnr,1.0,0.0,3887.0
5310,aniszang,1.0,2.0,1083.0
5398,artlossreg,1.0,0.0,5136.0
9091,zuz_chovanec,1.0,0.0,328.0
9089,zubbyTV_,1.0,0.0,5573.0
5407,artspanner,1.0,1.0,56.0
5408,artstringapp,1.0,0.0,1550.0
5275,amychekansky,1.0,0.0,58.0
5267,aml1609,1.0,1.0,2714.0
5260,aminumam05,1.0,0.0,448.0
5256,amenzeiyamu,1.0,2.0,2729.0
5436,augustjordan,1.0,0.0,1458.0
5251,amayamario,1.0,0.0,1591.0
5240,alysdenby,1.0,0.0,627.0
5238,alykhansatchu,1.0,0.0,576114.0
5449,ayca_cu,1.0,0.0,5230.0
5451,ayim_thomas,1.0,0.0,56.0
5233,alphaomegaarts,1.0,0.0,2414.0
5228,allnewsngr,1.0,0.0,13320.0
5563,blackinfonet,1.0,0.0,1924.0
5057,abuhassan221,1.0,2.0,4637.0
4753,ValerieAmos,1.0,1.0,51662.0
5682,cannibality,1.0,0.0,8547.0
5689,carbonatefan,1.0,3.0,1644.0
5691,carl_arrindell,1.0,0.0,34.0
4895,YAFng,1.0,1.0,4520.0
4888,Wynne1966,1.0,0.0,2175.0
5707,catdavison,1.0,1.0,1992.0
4874,WorkPsychol,1.0,0.0,11125.0
4870,WordSparks,1.0,0.0,3674.0
5714,cctvinthecity,1.0,0.0,93.0
5723,censk,1.0,1.0,4194.0
5726,ces_uc,1.0,0.0,3164.0
5730,cgartadvisory,1.0,0.0,803.0
4837,WestAfricanUni1,1.0,0.0,194.0
4833,WeltkunstNews,1.0,0.0,4114.0
4831,WebsterULib,1.0,0.0,866.0
4828,WeDescendants,1.0,0.0,328.0
4826,Wayneba54097316,1.0,0.0,2.0
5755,chebhocine,1.0,2.0,3701.0
4789,VivianeLucia,1.0,0.0,1719.0
4784,VirileDigital,1.0,0.0,393.0
4780,Vinceobinka,1.0,1.0,169.0
5779,chinafrica1,1.0,0.0,14304.0
4770,VerveCard,1.0,0.0,56478.0
4760,VascoDaGappah,1.0,1.0,21624.0
5791,chrismayLU,1.0,1.0,2164.0
5792,chrisogunlowo,1.0,1.0,2341.0
4902,YWG_66,1.0,0.0,485.0
4913,YeoKanigui,1.0,0.0,19493.0
5576,bloodrhodonite,1.0,2.0,610.0
4915,YesMyro,1.0,1.0,21506.0
5579,blueprintafric,1.0,0.0,11454.0
5044,abena_serwaa,1.0,1.0,2975.0
9078,zeroultra4,1.0,0.0,34.0
5020,_starsiren,1.0,1.0,443.0
5605,bra_bronze,1.0,0.0,432.0
5608,brand_arthur,1.0,0.0,6583.0
5010,_mia_gray,1.0,0.0,3372.0
5612,breakingnewsnig,1.0,0.0,29624.0
5613,brenbrenchie,1.0,0.0,4458.0
4996,_almond_tree,1.0,1.0,1384.0
5624,bringyourownsun,1.0,0.0,1351.0
5625,bristolfemuse,1.0,0.0,683.0
5628,brodiegal,1.0,0.0,13790.0
19,1dish4theroad,1.0,1.0,3727.0
4970,_Gutierrez,1.0,1.0,71.0
