,username,retweetCount,replyCount,followersCount
2596,LNTribune,7.0,0.0,14240.0
2820,MDRBrown,7.0,0.0,1977.0
3963,Romaee_,7.0,1.0,1752.0
2893,MandHAdvisor,7.0,1.0,9810.0
9048,yewandeslondon,7.0,0.0,3256.0
8924,volkskrant,7.0,13.0,782083.0
1729,FolaFagbule,7.0,1.0,1861.0
394,AmateyDoku,7.0,1.0,6112.0
1824,GdnScotland,7.0,0.0,50137.0
5842,colson_alicia,7.0,0.0,2009.0
1698,FergalLenehan,7.0,0.0,5084.0
658,Barakat_London,7.0,0.0,1143.0
2311,JencaBenca,7.0,0.0,6962.0
4066,SamiraAhmedUK,7.0,4.0,63871.0
2529,KimAtiWagner,7.0,4.0,13049.0
2901,MarcDavenant,7.0,12.0,44777.0
7941,peter1murphy,7.0,2.0,172.0
2792,LukePepera,7.0,1.0,3244.0
257,AfricaNowOnline,7.0,0.0,2827.0
3061,MixtapeMadness,7.0,1.0,43176.0
1660,FNnebe,7.0,8.0,368.0
1403,DrAlakbarov,7.0,1.0,18199.0
7582,naijiant,7.0,0.0,178.0
2595,LNLonRN,7.0,1.0,10443.0
7288,makavelli_49,7.0,0.0,110.0
1884,GlobalHeritage,7.0,0.0,9074.0
5686,cappfm,7.0,0.0,7347.0
4900,YTJohnson,7.0,1.0,1783.0
5409,artstuffmatters,7.0,1.0,8760.0
9046,yeovilauction,7.0,1.0,1336.0
8792,tradedrgn,7.0,3.0,5949.0
6166,ejay_a1,7.0,1.0,2455.0
8750,tmacbond,7.0,6.0,950.0
3351,NickyGrantMusic,7.0,3.0,64.0
8475,speechleyish,7.0,2.0,7719.0
568,AshionyeOgene,7.0,1.0,1656.0
167,AWatsonJones,7.0,3.0,725.0
516,ArnoRo,7.0,3.0,1136.0
2852,MacalisterFiona,7.0,0.0,2015.0
3985,RuralK8,7.0,2.0,771.0
7848,osasuo,7.0,1.0,15844.0
8323,sedgate,7.0,1.0,2844.0
6602,hnetempire,7.0,0.0,5045.0
1114,CradlesnLabels,7.0,1.0,528.0
154,ASCLibrary,7.0,0.0,1183.0
8233,s_starrenburg,7.0,2.0,923.0
1330,DesyOsas,7.0,0.0,481.0
6848,jeremy_millar_1,7.0,1.0,7382.0
944,Castellani_Arte,7.0,0.0,4836.0
4315,Steve_Sailer,7.0,11.0,35918.0
4024,SPSalisbury,7.0,0.0,1145.0
4706,UniMuseumsScot,7.0,1.0,945.0
7423,mickiebrownkie,7.0,0.0,23370.0
8784,tostvnetwork,7.0,1.0,2526.0
7021,kelechnekoff,7.0,1.0,102518.0
7028,kenantoprak63,7.0,0.0,509.0
1913,GreensofColour,7.0,0.0,6035.0
6191,elotroalex,7.0,0.0,9092.0
8129,refinedng,6.0,6.0,1324.0
7382,meemalee,6.0,1.0,21424.0
2997,MelkiJRussell,6.0,0.0,6181.0
7023,kellzomo,6.0,1.0,937.0
1380,DomWUK,6.0,1.0,8364.0
286,AfricansArise,6.0,0.0,975.0
84,AAbdenur,6.0,2.0,17330.0
1019,ChrisFarrelly,6.0,7.0,1631.0
1013,ChiuAngelaS,6.0,2.0,585.0
2777,LoveSpanner,6.0,0.0,313.0
5997,desert____lion,6.0,5.0,10139.0
6405,garethharr,6.0,0.0,15746.0
802,BoukariOued,6.0,0.0,9412.0
1081,ColombeCS,6.0,2.0,10985.0
1391,DoubleEph,6.0,2.0,119193.0
3035,MillieTinston,6.0,1.0,94.0
7888,papyrologyatman,6.0,0.0,2853.0
5403,artofkawaii,6.0,2.0,4158.0
38,263Chat,6.0,1.0,488911.0
3919,ReuniteMarbles,6.0,2.0,2156.0
7372,mcsts,6.0,1.0,1673.0
4434,TechCabal,6.0,0.0,63525.0
1782,GHOneTV,6.0,0.0,1049992.0
5470,bajamushiya,6.0,1.0,142.0
1816,Gazette_Inter,6.0,2.0,331.0
2269,JamesClammer,6.0,2.0,1302.0
3557,OuidaBooks,6.0,0.0,6568.0
5185,akinduro,6.0,0.0,5155.0
241,AfrStudLibrary,6.0,0.0,448.0
7526,mullins_paul,6.0,1.0,1272.0
7323,markcousinsfilm,6.0,1.0,394163.0
3841,RachelCockett,6.0,1.0,3386.0
7229,lottelydia,6.0,3.0,49763.0
4974,_Jujitsu_,6.0,0.0,294.0
6194,emeka_okafor,6.0,1.0,13565.0
8788,tournigeriang,6.0,3.0,1733.0
1889,GlocalUjima,6.0,0.0,298.0
5661,byzantinologue,6.0,0.0,2271.0
4185,SicilianBeauti,6.0,2.0,749.0
608,Ayibatonye0,6.0,2.0,7457.0
441,Angelin25395575,6.0,1.0,52.0
1483,ESPNAfrica,6.0,0.0,22365.0
4719,UofDenver_ACE,6.0,0.0,650.0
449,AnneLuthera,6.0,1.0,497.0
1601,EritreaStruggle,6.0,0.0,8010.0
3656,PeluAwofeso,6.0,5.0,3926.0
3363,NigeriaMFA,6.0,1.0,23827.0
135,AOCSolicitors,6.0,2.0,301.0
3722,PlowdenAndSmith,6.0,0.0,1339.0
7216,lolashoneyin,6.0,0.0,71633.0
4234,SnarkySparkly,6.0,0.0,2993.0
8009,positiveimagep,6.0,0.0,10617.0
8745,timkun69,6.0,0.0,56.0
5729,cfmemories,6.0,2.0,13857.0
5732,cglele64,6.0,0.0,1848.0
530,ArtLawandMore,6.0,0.0,2385.0
6146,edoheart,6.0,0.0,1140.0
537,ArtReview_,6.0,0.0,317349.0
2727,LisaO_SKINMETRO,6.0,3.0,861.0
5747,charliercf,6.0,1.0,651.0
4813,Walebajo,6.0,1.0,2071.0
8713,thewealthroyal,6.0,1.0,1139.0
8440,sndwky,6.0,0.0,4168.0
6727,inecnigeria,6.0,3.0,1862092.0
3626,PatrickCorrigan,6.0,3.0,7472.0
3432,ONAmaycroft,6.0,1.0,76.0
6933,jphotomoralism2,6.0,0.0,322.0
2045,HokutoAndy,6.0,1.0,3601.0
128,AMarkWalker,6.0,2.0,112.0
7418,michaeljwaldron,6.0,0.0,2733.0
8426,smaddoxsr,6.0,0.0,2490.0
1689,Feli_Bodenstein,6.0,2.0,633.0
652,BahamaPapa_,6.0,3.0,4453.0
3152,MuseumID,6.0,0.0,35462.0
3121,Mr_Dave_Haslam,6.0,6.0,44519.0
7916,paullewismoney,6.0,10.0,139887.0
6090,drop_BP,6.0,1.0,8653.0
3611,Paracelsus1092,6.0,10.0,10799.0
7413,michael1952,6.0,0.0,1910.0
6907,jon_d_doe,6.0,1.0,1019.0
7411,mi_keezy,6.0,1.0,834.0
1656,FINOkoye,6.0,7.0,4006.0
8322,sec1189,5.0,0.0,178.0
6425,geoffreyyork,5.0,1.0,290701.0
2643,LaurickZerbini,5.0,0.0,133.0
1082,ColonialNEScot,5.0,0.0,247.0
7335,marthevdwolf,5.0,0.0,611.0
6527,gupta_diya,5.0,1.0,1321.0
780,BobandRoberta,5.0,1.0,24231.0
811,Brain_Chain,5.0,0.0,917.0
2660,LeadershipNGA,5.0,2.0,995259.0
2567,KristinHausler,5.0,0.0,672.0
1268,DavidRadford_ox,5.0,0.0,1182.0
1171,DDupre9,5.0,1.0,12542.0
3820,RFImag,5.0,0.0,35471.0
3845,RadioNow953FM,5.0,0.0,3847.0
1270,David_ACNMW,5.0,1.0,1499.0
7371,mcndakar,5.0,0.0,1622.0
1275,DavidsonAteh,5.0,0.0,847.0
6018,dijoni,5.0,1.0,13700.0
3662,Penny_Ten,5.0,1.0,17277.0
2720,Linksfraktion,5.0,1.0,95325.0
7690,noboosit,5.0,0.0,1941.0
4319,StockmanNigeria,5.0,1.0,7853.0
6471,globalmuseum,5.0,0.0,4734.0
1236,DanielSalinas00,5.0,1.0,3107.0
7265,maazi_ogbonnaya,5.0,3.0,14131.0
844,BronwenEverill,5.0,0.0,2191.0
2627,LareeLaThomas,5.0,0.0,2533.0
810,BrainFooood,5.0,2.0,4674.0
6591,histgeoblog,5.0,0.0,4899.0
4149,ShadesofNoir,5.0,1.0,4024.0
1220,DameDeniseMina,5.0,2.0,13182.0
3747,PranMan,5.0,3.0,5731.0
1169,DDIndialive,5.0,1.0,48165.0
934,Carla_Ardis,5.0,2.0,3180.0
3997,SAPIENS_org,5.0,0.0,21770.0
6046,dme_project,5.0,0.0,2799.0
6473,gloria_adagbon,5.0,1.0,39275.0
6508,gregorg,5.0,7.0,7663.0
888,CFOR_change,5.0,0.0,296.0
2008,HeritageTribune,5.0,1.0,1013.0
1507,EddieSaintJean,5.0,0.0,4393.0
5414,artytrace,5.0,1.0,16626.0
7133,lauraheathstout,5.0,4.0,2830.0
8109,raylaurence1,5.0,0.0,2985.0
1633,Evolving_Moloch,5.0,1.0,12936.0
3479,OkonkwoMakuoch4,5.0,1.0,1074.0
8884,vanessahlarson,5.0,0.0,11026.0
4986,_TheNewMind,5.0,2.0,1564.0
597,Awarenesblog9ja,5.0,3.0,671.0
8928,vtekrules,5.0,1.0,233.0
7591,natarajansdance,5.0,0.0,222.0
3349,NickWestcottRAS,5.0,1.0,3646.0
8845,umac_icom,5.0,1.0,1865.0
5611,breakingnewsie,5.0,0.0,76974.0
244,AfriNewsAgency,5.0,0.0,8213.0
8668,thebafflermag,5.0,0.0,61486.0
624,BCfmRadio,5.0,0.0,8692.0
8919,vladduthiersCBS,5.0,1.0,41068.0
8912,vindib_,5.0,0.0,4102.0
5597,bookiebadAF,5.0,1.0,3788.0
2248,JackieLeeMAHI,5.0,0.0,169.0
8660,theTimeScribe,5.0,1.0,2627.0
1896,GoldWestAfrica1,5.0,1.0,461.0
292,Afrinnovation,5.0,0.0,2139.0
2217,JHMuseumStudies,5.0,0.0,4464.0
645,BabaKristian,5.0,0.0,6016.0
640,BSUHeritage,5.0,1.0,940.0
7025,keminaija,5.0,3.0,818.0
2468,KamloopsArchaeo,5.0,1.0,10081.0
1852,GermanyInAfrica,5.0,0.0,21519.0
5908,daily_trust,5.0,0.0,1847979.0
7085,korrinesky,5.0,1.0,16123.0
2951,MashedHeritage,5.0,0.0,146.0
8002,politicswatch15,5.0,0.0,7912.0
4757,VanguardAllure,5.0,0.0,5322.0
151,ARobertsjourno,5.0,0.0,15234.0
340,Akure4Life,5.0,2.0,202.0
8141,reparationsni,5.0,0.0,5230.0
1808,GaryRayBetz,5.0,1.0,23822.0
5977,decolonize_e,5.0,0.0,1012.0
4920,YinkaWrites,5.0,0.0,12547.0
456,AnniefletcherR,5.0,0.0,795.0
7922,paz_zarateb,5.0,10.0,17998.0
501,Archaeology_IN,5.0,2.0,1932.0
2178,IraqiSecurity,5.0,0.0,41351.0
8794,trafficbutter,5.0,1.0,346319.0
1619,EuropaSaxa,5.0,0.0,1063.0
573,Asipita6,5.0,1.0,4063.0
1841,GeorgeTMcCready,5.0,0.0,1521.0
6934,jpjanson,5.0,1.0,4770.0
7123,larapawson,5.0,2.0,1053.0
999,ChiemerieEsiowu,4.0,0.0,1445.0
7931,peggymarieldn,4.0,1.0,616.0
341,AlArabiya_Eng,4.0,0.0,887858.0
5550,binugazi,4.0,0.0,3238.0
2907,Mareike2405,4.0,1.0,5589.0
5060,acgodliman,4.0,0.0,668.0
138,APDiploWriter,4.0,8.0,51497.0
1970,HarveyYoungBU,4.0,0.0,1396.0
6926,jott_el,4.0,5.0,71.0
3812,Quotidiendelart,4.0,0.0,36597.0
8846,umasrikanthk,4.0,0.0,1164.0
6609,hollybirch,4.0,0.0,1693.0
2903,MarcoWerman,4.0,2.0,14711.0
6228,ericotrips,4.0,0.0,1030.0
1863,GhostAnneBoleyn,4.0,3.0,4262.0
7462,mlobelart,4.0,0.0,3523.0
3248,NamiiBlack,4.0,1.0,408.0
2870,MahaRafiAtal,4.0,0.0,6427.0
4210,SistaSerwah,4.0,2.0,888.0
1599,ErikLinstrum,4.0,0.0,1606.0
3736,PortalLISA,4.0,0.0,3825.0
2384,Jonogah,4.0,3.0,31323.0
8777,toptv_ug,4.0,0.0,152.0
6853,jessykigen,4.0,2.0,129090.0
7971,photograph_tut,4.0,1.0,3046.0
3208,NM_Histoire,4.0,1.0,1130.0
6878,jmcolberg,4.0,0.0,11390.0
5631,bronzefm,4.0,0.0,50.0
7592,natashabooty,4.0,0.0,411.0
4991,__Interfaith__,4.0,0.0,11916.0
2206,Izzabilla,4.0,4.0,830.0
5614,brenda_fx0,4.0,0.0,22462.0
6953,julianpharrison,4.0,0.0,10035.0
1845,GeorginaTall,4.0,0.0,33.0
7231,louisewelsh00,4.0,0.0,8924.0
5043,abeeregyptscot,4.0,5.0,468.0
2215,JEnakele,4.0,1.0,762.0
1651,FBMA_Igbo,4.0,0.0,314.0
5508,belbells777,4.0,0.0,380.0
333,AkinolaKoleola,4.0,1.0,2083.0
2026,HistoireOdyssee,4.0,0.0,8258.0
2300,JbGobelet,4.0,0.0,6123.0
5263,amitvelo,4.0,3.0,5154.0
1144,CulturesWAfrica,4.0,0.0,1540.0
5430,at149st,4.0,0.0,36535.0
5269,amna_news,4.0,0.0,80135.0
2999,MeloniFulvio,4.0,0.0,35208.0
7296,malonebarry,4.0,1.0,36696.0
8946,warfield426,4.0,0.0,195.0
2638,Lattif,4.0,0.0,27720.0
5296,andrewidy,4.0,0.0,1892.0
7553,myindigobook,4.0,2.0,291.0
8356,shaistaAziz,4.0,1.0,15479.0
3999,SAfmnews,4.0,1.0,622392.0
3923,ReutersUK,4.0,4.0,142307.0
192,AbjStoryteller,4.0,0.0,190.0
2966,MayoAKA,4.0,0.0,2145.0
176,AbbaAudu_,4.0,0.0,3109.0
5381,artdaily,4.0,0.0,42699.0
5371,art_snippets,4.0,2.0,377.0
1087,CombatLooting,4.0,0.0,7202.0
160,ATG_Editorial,4.0,0.0,13627.0
2955,MatinLibre,4.0,0.0,5755.0
5366,arquitect_viva,4.0,0.0,118662.0
7277,magmidd,4.0,3.0,6972.0
150,ARYNEWSOFFICIAL,4.0,0.0,3270012.0
7284,mahlephula,4.0,1.0,4187.0
3956,Robertsixto2,4.0,0.0,8356.0
7006,kayloo_art,4.0,0.0,529.0
2306,JeffDaButla,4.0,1.0,367.0
6960,jumokefashola,4.0,0.0,5715.0
1051,City_Livery_SM,4.0,2.0,8808.0
3082,MonopolMagazin,4.0,0.0,55953.0
8989,willintune,4.0,0.0,24964.0
1705,FieryCJ,4.0,1.0,1501.0
1707,FightingGist,4.0,0.0,2711.0
6965,justeventsonlin,4.0,1.0,802.0
5139,afrofacts1,4.0,2.0,1814.0
1712,Finding_Africa,4.0,0.0,23.0
8398,simoninou,4.0,0.0,5585.0
8879,v_j_freeman,4.0,2.0,13339.0
6165,eimasuen,4.0,3.0,6631.0
1715,FionaSnp,4.0,1.0,5112.0
2327,JerryHicksUnite,4.0,0.0,10556.0
3069,MoM_Project_UK,4.0,0.0,628.0
1726,FlyLikeDizzle,4.0,1.0,408.0
7732,observer,4.0,0.0,187697.0
1174,DESCOLONIZANTE,4.0,0.0,1745.0
5484,barrytorch14,4.0,0.0,1637.0
5478,barcajovaadria1,4.0,0.0,687.0
7252,lupecz,4.0,4.0,670.0
3876,Readitdaddy,4.0,2.0,9174.0
6993,karisiagichuke,4.0,0.0,640.0
6396,futureofmuseums,4.0,1.0,60996.0
269,Africa_RB,4.0,1.0,772.0
5213,alicampsie75,4.0,0.0,1958.0
7263,m_sherrington,4.0,2.0,4563.0
2673,LeftForum,4.0,0.0,13073.0
7882,panafricanuk,4.0,1.0,10597.0
929,Carakeep1,4.0,0.0,184.0
2452,KS1729,4.0,6.0,17930.0
7209,lmv6719,4.0,0.0,7894.0
8616,tee_jay67,4.0,1.0,70.0
3487,Oliad_D,4.0,1.0,6395.0
1500,Ebuka_Mbanefo,4.0,0.0,4285.0
2163,InitiativePers2,4.0,2.0,172.0
4388,THISDAYLIVE,4.0,1.0,1413994.0
4765,VenturesAfrica,4.0,0.0,127335.0
8495,staceyNYCDC,4.0,0.0,7211.0
3665,PeoplesArchiveK,4.0,1.0,1701.0
4288,Stacey_TheWrtr,4.0,0.0,17303.0
4767,VeraartW,4.0,0.0,665.0
4287,StProf,4.0,1.0,652.0
2559,KolonialeG,4.0,4.0,258.0
4268,SpearePoetry,4.0,0.0,78.0
3497,Oluwafayabomi,4.0,3.0,1141.0
7176,libby_brooks,4.0,1.0,15236.0
8491,srjessiman,4.0,0.0,617.0
876,CASCambridge,4.0,0.0,11290.0
7223,lootingmatters,4.0,0.0,235.0
712,BerneMuthien,4.0,0.0,1774.0
2788,Lucy__Byford,4.0,1.0,402.0
8704,therestisnoise_,4.0,0.0,2078.0
553,Artforum,4.0,1.0,290633.0
6768,itbecameclear,4.0,1.0,928.0
4296,StealingCulture,4.0,0.0,46.0
7620,netushanrn,4.0,1.0,2510.0
2549,Kmoeti,4.0,0.0,6730.0
7429,midoriSW19,4.0,1.0,7795.0
2530,KimTodzi,4.0,0.0,2895.0
3439,ORIASUCB,4.0,1.0,611.0
6088,dricketts,4.0,4.0,567.0
821,BreitbartLondon,4.0,4.0,86167.0
106,AFROTOPIA_IS,4.0,0.0,268.0
8638,textcultures,4.0,0.0,4812.0
837,Bristol_BLC,4.0,0.0,1617.0
8657,theNETng,4.0,1.0,50808.0
2817,MB1961Store,4.0,0.0,371.0
1927,GuardianAfrica,4.0,1.0,22562.0
4695,UllaMR,4.0,1.0,673.0
7155,lekanabatan1,4.0,1.0,837.0
5811,clairerendall1,4.0,0.0,6066.0
4379,TBSyear6,4.0,0.0,233.0
7201,livuninews,4.0,0.0,21342.0
1429,DrKrissyH,4.0,1.0,3090.0
3457,OfficialEgoBoyo,4.0,0.0,6958.0
6686,iandenisjohnson,4.0,0.0,45737.0
7998,politic_animal,4.0,0.0,8249.0
4611,Tomi_Oladipo,4.0,1.0,22213.0
8627,temite,4.0,0.0,18310.0
6649,iSERVE2050,4.0,1.0,8552.0
3441,OSIWA1,4.0,0.0,24380.0
9052,yodifiji,4.0,1.0,19967.0
3556,Otosirieze,4.0,1.0,7153.0
8026,pricinct,4.0,1.0,5399.0
1955,HalimaGikandi,4.0,0.0,3214.0
781,BobuAfrica,4.0,4.0,786.0
4237,SofAsimak,4.0,2.0,402.0
6801,jameseogan,4.0,1.0,1186.0
2858,MadgeDresser,4.0,1.0,2456.0
6031,dized,4.0,2.0,1802.0
8743,timethief,4.0,1.0,3952.0
2173,InterlaceKnots,4.0,1.0,747.0
3540,OsOsaGuobadia,4.0,1.0,824.0
5721,celinelliott,4.0,0.0,1157.0
502,Archaeology_Irl,4.0,0.0,2601.0
8590,takeAphono,4.0,1.0,82.0
495,ArchaeoManc,4.0,1.0,1099.0
3280,NegarraAKudumu,4.0,0.0,5004.0
915,CacharelAntique,4.0,0.0,900.0
7338,martinplaut,4.0,0.0,124249.0
2513,KenyonClassics,4.0,1.0,640.0
8036,profyarrow,4.0,1.0,2493.0
4825,WaxPrintFilm,4.0,0.0,333.0
5751,chatereraf,4.0,1.0,178.0
6521,guardianworld,4.0,2.0,474609.0
889,CFcomiX,4.0,2.0,508.0
2182,IrnBrutime,4.0,2.0,14285.0
6525,guillaumevial10,4.0,1.0,859.0
2171,IntHeritageLaw,4.0,0.0,1328.0
6004,dfmorrill,4.0,0.0,1260.0
4819,WarburgHaus,4.0,0.0,907.0
3028,Mike78894815,3.0,0.0,1719.0
1807,GarriCake,3.0,0.0,8874.0
8098,rajoyceUCB,3.0,1.0,2959.0
6626,hull_libraries,3.0,0.0,13091.0
109,AGreatReadUK,3.0,0.0,2387.0
2007,HeritageNordic,3.0,0.0,34.0
3890,RedQuasar42,3.0,0.0,625.0
3445,OUPAcademic,3.0,0.0,104034.0
3446,OU_FASS,3.0,0.0,6386.0
1362,DinosaurBooksCo,3.0,1.0,1072.0
2808,M0sstr00per,3.0,2.0,2180.0
1359,DimoYagcioglu,3.0,0.0,4063.0
7723,nyeusi_waasi,3.0,0.0,9357.0
3521,OpenArtsArchive,3.0,2.0,1070.0
1115,CraftsCouncilUK,3.0,0.0,106031.0
3948,RoadrunnerA,3.0,1.0,6250.0
2978,McKenzieCNN,3.0,0.0,54285.0
1397,DoungaJohn,3.0,1.0,1687.0
7886,paoloigna1,3.0,0.0,91354.0
1132,Cultura_CP,3.0,0.0,332.0
7189,linusunah,3.0,0.0,1437.0
3524,OphelieJouan,3.0,0.0,1522.0
1795,G_sentinelNg,3.0,0.0,538.0
6588,hinduaesthetic,3.0,1.0,5586.0
2761,LoriLeeByrd,3.0,1.0,2805.0
6645,iLuvvit,3.0,0.0,55867.0
7852,osemagnum,3.0,0.0,1170.0
2961,MaxDashu,3.0,0.0,1246.0
8307,schicone,3.0,0.0,687.0
1384,DonalkCoffey,3.0,1.0,1949.0
3001,MercorOrg,3.0,0.0,19947.0
7063,kirigwi,3.0,1.0,19448.0
1804,Gamb0,3.0,0.0,2003.0
7066,kisua_africa,3.0,0.0,2512.0
7996,poepicasso,3.0,0.0,672.0
9018,wreckwatch,3.0,0.0,81.0
1932,GuerrillaGsOT,3.0,0.0,11354.0
1217,Dailybugle1898,3.0,4.0,7510.0
8038,prospect_uk,3.0,0.0,53353.0
1527,EdwardAJames,3.0,1.0,2091.0
8037,prospect_clark,3.0,0.0,22831.0
1537,Eire353,3.0,0.0,6387.0
6900,johnnyebu,3.0,0.0,14097.0
7946,peterpcullen,3.0,3.0,1110.0
8031,prm_laurita,3.0,0.0,1896.0
3316,NewsOrkney,3.0,0.0,2517.0
1848,GermanAtPompey,3.0,0.0,10186.0
3174,MySocialPoint,3.0,0.0,51785.0
3291,NewBlackMan,3.0,0.0,72732.0
7969,philosophybites,3.0,0.0,91418.0
2882,MakingOfChamps,3.0,1.0,9874.0
6858,jgmoore,3.0,1.0,8882.0
6854,jesuisbeninois,3.0,0.0,1415.0
8220,ruffydfire,3.0,7.0,19896.0
6490,goodblacknews,3.0,0.0,16835.0
6615,horusafrika,3.0,0.0,1561.0
3718,Plat4omLive,3.0,0.0,9733.0
7117,lakunle70,3.0,1.0,2098.0
3270,NdiranguSam,3.0,1.0,258.0
8007,porkironandwine,3.0,1.0,50798.0
7815,omomayowaley,3.0,2.0,470.0
7986,placeumdotorg,3.0,0.0,773.0
3261,NatalieH0wlett,3.0,1.0,209.0
8227,rwilliams1947,3.0,0.0,24992.0
3354,NicolaGreenArt,3.0,0.0,877.0
6533,gyoung9751,3.0,0.0,7282.0
7089,kottke,3.0,0.0,53620.0
1314,DemopJ,3.0,1.0,7442.0
1159,CyprianDe,3.0,0.0,1676.0
1742,FossdeneSchool,3.0,0.0,135.0
2757,LoopJamaica,3.0,2.0,44878.0
6707,ikeanya,3.0,0.0,10797.0
1164,D76308722,3.0,0.0,0.0
6988,kambrone64,3.0,1.0,2291.0
6711,iljalabi,3.0,0.0,462.0
3050,MissMcKenna394,3.0,0.0,147.0
1727,FobTurnip,3.0,3.0,4109.0
7250,lulu_ntu,3.0,2.0,74.0
7797,oluoluoxenfree,3.0,1.0,4023.0
1488,EZuelow,3.0,0.0,30032.0
1714,FionaGrahame,3.0,0.0,3012.0
7741,officialare_j,3.0,0.0,1031.0
6550,harryallen,3.0,0.0,21964.0
3377,Nikora79,3.0,0.0,424.0
7237,lovejoy_updates,3.0,0.0,803.0
6755,iron_emu,3.0,0.0,7556.0
3658,PemonRami,3.0,0.0,402.0
7084,korembge,3.0,0.0,1399.0
1688,FeleciaMaciver,3.0,0.0,187.0
2736,LizEllisPhD,3.0,3.0,1659.0
3104,MrBs_radtweets,3.0,0.0,430.0
6939,jsf,3.0,1.0,10440.0
1290,DebhAfrica,3.0,1.0,146.0
3357,Nicolas__MJ,3.0,0.0,639.0
7748,ogaten10,3.0,2.0,1564.0
7845,osalove,3.0,0.0,87.0
6134,ecampfens1,3.0,1.0,194.0
5679,campdenlitfest,3.0,1.0,4349.0
897,CLIRnews,3.0,0.0,5661.0
4971,_Hydrochloric,3.0,0.0,20860.0
893,CIJFjeux,3.0,0.0,4265.0
885,CFAAA4,3.0,0.0,643.0
4961,Zoroaster8911,3.0,1.0,1377.0
4954,ZilentWalker,3.0,1.0,5181.0
8489,sridhartweet,3.0,0.0,4306.0
7345,mat8iou,3.0,1.0,1347.0
872,C3Twitty,3.0,0.0,21770.0
868,Buxley_Hall,3.0,2.0,288.0
7573,naijafacts365,3.0,0.0,591.0
6121,eNCA,3.0,0.0,2751687.0
2557,KoloheChica,3.0,2.0,529.0
7605,necroborders,3.0,2.0,108.0
6120,eINpidgin_,3.0,1.0,1937.0
4892,XopheRobin,3.0,0.0,4744.0
479,ApedoEdwige,3.0,1.0,1008.0
4884,Worldstagegroup,3.0,0.0,20683.0
5704,cartoonsidrew,3.0,2.0,1735.0
2095,IMWD2030_,3.0,0.0,6307.0
902,CNNStyle,3.0,1.0,37787.0
906,CRTV_web,3.0,0.0,161708.0
8474,spectator,3.0,2.0,210068.0
2368,JohnMalpas,3.0,0.0,831.0
5517,beninbronzes,3.0,0.0,302.0
321,AishaLAbdullahi,3.0,0.0,8936.0
6249,etemi,3.0,0.0,658.0
2232,JSTOR_Daily,3.0,0.0,43073.0
330,AkanOdon,3.0,0.0,924.0
8867,urhokpotareport,3.0,0.0,942.0
2048,HolzmanLaura,3.0,0.0,776.0
2345,JoBradleypaint,3.0,0.0,769.0
5091,adjovisrjb,3.0,5.0,871.0
2223,JLynnFraser1,3.0,0.0,609.0
6215,eniolaofLagos,3.0,0.0,40853.0
967,CesareCuzzola,3.0,0.0,335.0
2587,LDEHeritage,3.0,0.0,1014.0
6188,ellymariasymons,3.0,1.0,2842.0
5042,abeerallamj,3.0,0.0,10255.0
4197,Simonpaulprice,3.0,0.0,228.0
5025,a24media,3.0,1.0,31561.0
6178,eliasedu,3.0,1.0,485.0
7486,monwaih,3.0,0.0,1763.0
2097,IPQuarterly,3.0,0.0,6097.0
4383,TC_culture,3.0,0.0,1169.0
2180,IrenosenOkojie,3.0,0.0,8928.0
7615,nelsongeorge,3.0,0.0,40555.0
4542,TheSpectator,3.0,2.0,33402.0
7399,metacitizen,3.0,0.0,150.0
5794,chrispdavey,3.0,0.0,443.0
7400,metalabharvard,3.0,0.0,8221.0
8608,tazerofficial,3.0,3.0,8689.0
2436,Justin_Hewart,3.0,2.0,458.0
4743,VOAAfrica,3.0,1.0,314677.0
595,AventuraObscura,3.0,1.0,12184.0
4735,VCAM1963,3.0,1.0,3565.0
4591,TimWonnacott,3.0,2.0,12788.0
7624,news18dotcom,3.0,0.0,152576.0
2467,KamalMunir5,3.0,0.0,2081.0
5890,curiousoctopus,3.0,1.0,46438.0
8667,theayogeorge,3.0,0.0,2336.0
5828,cnbcafrica,3.0,0.0,256692.0
627,BEinNigeria,3.0,0.0,662.0
4696,UlsterMuseum,3.0,2.0,25385.0
641,BTBreakingTimes,3.0,0.0,21649.0
4660,TukufuZuberi,3.0,0.0,4246.0
8695,thenewsnigeria,3.0,0.0,63083.0
5778,chimran55,3.0,0.0,11586.0
7448,missobrimah,3.0,1.0,742.0
5777,chimbiko_jerome,3.0,0.0,2402.0
8742,timcocks,3.0,0.0,8310.0
7373,md_ptbo,3.0,3.0,904.0
4431,Teach_A_B,3.0,3.0,1166.0
8558,surambaya,3.0,0.0,45168.0
8559,surgezircng,3.0,0.0,598.0
2509,Kendo81326098,3.0,5.0,229.0
4851,WilliamGMoseley,3.0,0.0,3202.0
4848,WillKnocker,3.0,3.0,5144.0
4450,ThParlas,3.0,0.0,11606.0
524,ArtHistLinkUp,3.0,0.0,3570.0
8573,sweetfm1071,3.0,0.0,6482.0
7385,mehler_a,3.0,0.0,480.0
751,BlackHerStoryWk,3.0,0.0,704.0
4487,TheConradJay,3.0,0.0,2487.0
4492,TheDispatcherHQ,3.0,2.0,1314.0
4505,TheGuildng,3.0,0.0,3388.0
548,ArtandIPLawFirm,3.0,0.0,2017.0
8707,theschsearchb,3.0,0.0,1087.0
721,BhmUK,3.0,0.0,30272.0
318,AinaDada_,3.0,0.0,37295.0
4671,UAL,3.0,0.0,49747.0
