,author,count,surname,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
255,cl uribe,1,uribe,"Asian,GreaterEastAsian,Japanese",0.0036030493,0.42577663,0.005676483,0.09687085,0.0053208983,0.015547493,0.00036511262,0.018610429,0.19458209,0.005978346,0.15663567,0.060824342,0.010208564,Non-African
254,cl roberts,1,roberts,"GreaterEuropean,British",0.016424486,0.0037029441,0.018930199,0.00637929,0.0018101635,0.81164557,0.009701539,0.040675964,0.05030188,0.0077685877,0.009292925,0.016126972,0.007239421,Non-African
253,cl irby,1,irby,"GreaterEuropean,British",0.0013753748,0.0012578894,0.0017191301,0.0060320073,0.010794891,0.8961022,0.0009809943,0.013750261,0.01623303,0.0036779044,0.009608338,0.00925336,0.029214665,Non-African
230,c thiers,1,thiers,"GreaterEuropean,British",0.0029664873,0.0011826019,0.0261735,0.0030858505,0.00306365,0.4509149,0.01545697,0.053020284,0.38825262,0.020068353,0.005137111,0.022488032,0.008189641,Non-African
228,c silvestri,1,silvestri,"GreaterEuropean,WestEuropean,Italian",0.0007584096,0.0021497938,0.0039521307,0.0007073211,0.0011876388,0.016116885,0.015171301,0.019892864,0.068296745,0.0036103458,0.33903545,0.5278483,0.0012728169,Non-African
743,k muccilli,1,muccilli,"GreaterEuropean,WestEuropean,Italian",0.0003940258,0.0031076807,7.64127e-05,0.0018577109,0.0041989796,0.017198743,0.00030934575,0.010806685,0.023761222,0.00057507394,0.09720231,0.84025055,0.0002612471,Non-African
195,c cline,1,cline,"GreaterEuropean,British",0.00936846,0.00505941,0.0033202213,0.0044387947,0.0018317538,0.8028709,0.0024002222,0.013721342,0.04209046,0.003161771,0.010339416,0.098932356,0.0024648074,Non-African
204,c frohlich,1,frohlich,"GreaterEuropean,Jewish",0.0016344715,0.0005284092,0.0026093968,0.001347775,0.0035637175,0.04710956,0.08174096,0.5352208,0.06473625,0.15451746,0.07550738,0.015916783,0.01556707,Non-African
202,c elias,1,elias,"GreaterEuropean,Jewish",0.008439734,0.014270419,0.025945375,0.016397875,0.11993881,0.25135761,0.025847655,0.30890363,0.026570609,0.06466418,0.078961775,0.047085043,0.011617277,Non-African
200,c dollar,1,dollar,"GreaterEuropean,WestEuropean,Hispanic",0.00062341447,0.002246844,0.038113784,0.04544199,0.028318988,0.22820738,0.006509527,0.047385328,0.17778431,0.009643741,0.36407292,0.04854828,0.0031034637,Non-African
199,c devers,1,devers,"GreaterEuropean,British",0.0024576532,0.0006799077,0.009944852,0.0021112673,0.00067597156,0.9322157,0.0013595793,0.0077726464,0.032655075,0.00081487914,0.004519816,0.0036471793,0.0011455086,Non-African
198,c cornell,1,cornell,"GreaterEuropean,British",0.0060319803,0.0027488454,0.006252499,0.0014086104,0.0015113726,0.88095695,0.0059160073,0.054855756,0.01586027,0.0022764856,0.0129067665,0.0045569087,0.0047175544,Non-African
197,c conway,1,conway,"GreaterEuropean,British",0.0011273818,0.00024469578,0.00439667,0.0027554121,0.0011401697,0.96207654,9.65724e-05,0.0032841708,0.011821691,0.0003588408,0.010517549,0.0018165762,0.00036363222,Non-African
196,c colwell,1,colwell,"GreaterEuropean,British",0.002893073,0.0011853111,0.0059230356,0.0016505279,0.0001299044,0.96949536,0.00035466248,0.0024971548,0.007931614,0.001128439,0.0034101151,0.0014557742,0.0019450096,Non-African
194,c circi,1,circi,"GreaterEuropean,WestEuropean,Italian",0.0012713268,0.0006425807,0.0005176087,0.035897147,0.0010011329,0.011653391,0.0004684284,0.0064412807,0.015901318,0.0016186484,0.10435293,0.81990755,0.0003265439,Non-African
206,c hall,1,hall,"GreaterEuropean,British",0.0020094747,0.0007059892,0.002728531,0.0040898547,0.0032216662,0.8996038,0.004127063,0.044310335,0.0074070767,0.0057820156,0.00398863,0.0031298385,0.018895801,Non-African
193,c chakraborty,1,chakraborty,"Asian,IndianSubContinent",0.00017680366,1.027779e-05,0.9951574,0.0008818085,0.0011448622,0.0016047491,0.00062965945,0.00011587794,0.00017924947,5.23808e-06,1.832326e-05,3.0153908e-05,4.5471246e-05,Non-African
192,c bronte,1,bronte,"GreaterEuropean,WestEuropean,Hispanic",0.003849242,0.003052127,0.010896013,0.013863768,0.0046733604,0.09834381,0.011329853,0.042375043,0.21789801,0.020765327,0.3413474,0.21919739,0.012408758,Non-African
191,c blaise,1,blaise,"GreaterEuropean,British",0.006144588,0.0005061681,0.0010504384,0.0018340371,0.0031542287,0.33935386,0.014960974,0.18232933,0.25215048,0.022407705,0.06954026,0.067025736,0.03954221,Non-African
190,c bidault,1,bidault,"GreaterEuropean,WestEuropean,French",0.00022350963,5.2570267e-05,0.019219046,0.0021316488,0.016438594,0.034477755,0.051847406,0.009424126,0.8371275,0.011200059,0.0026342815,0.0030572528,0.012166294,Non-African
189,c barbotin,1,barbotin,"GreaterEuropean,EastEuropean",0.0059318645,0.0016324199,0.0044053714,0.009242592,0.011821495,0.111762956,0.52153313,0.015125342,0.2734065,0.006626194,0.0109268,0.016887221,0.010698159,Non-African
188,c baptista,1,baptista,"GreaterEuropean,WestEuropean,Hispanic",0.0002709332,0.00090032833,0.0109046595,0.0013905416,0.0007972858,0.006601766,0.018449835,0.010306415,0.01568534,0.003821232,0.8971092,0.03315778,0.000604649,Non-African
187,c armoni,1,armoni,"GreaterEuropean,WestEuropean,Italian",0.00028138165,0.0005074743,0.0015025976,0.0042025126,0.0028769495,0.01118414,0.00261035,0.011928702,0.045203935,0.0017287026,0.039398123,0.8775561,0.0010189239,Non-African
205,c garwood,1,garwood,"GreaterEuropean,British",0.0022157275,0.0005130486,0.00082336005,0.0011977111,0.0011811506,0.9880486,9.043181e-05,0.0010494177,0.0021529582,0.0007205959,0.00078542344,0.0011882532,3.3323573e-05,Non-African
207,c hanisch,1,hanisch,"GreaterEuropean,Jewish",0.009851947,0.002103762,0.0013901445,0.0042703566,0.0023999955,0.062135424,0.10878444,0.35891265,0.13306488,0.21617965,0.056153197,0.036993846,0.007759712,Non-African
227,c shen,1,shen,"Asian,GreaterEastAsian,EastAsian",0.88889927,0.0060201623,0.00081631803,0.00082648103,0.0030419866,0.02724862,0.003525576,0.06371605,0.0016651346,0.0002726956,0.0020331102,0.0007787029,0.0011558881,Non-African
219,c mcandrew,1,mcandrew,"GreaterEuropean,British",0.0028132407,0.0031185087,0.000540323,0.00162673,0.00012916,0.9689076,0.0002262876,0.0025302933,0.008918073,0.00031958387,0.0073054545,0.0031142423,0.00045048608,Non-African
226,c senf,1,senf,"GreaterEuropean,WestEuropean,Germanic",0.017461032,0.036377613,0.08383499,0.0044694613,0.018146375,0.09705337,0.03282582,0.11242211,0.04288803,0.47782883,0.052956734,0.008514223,0.015221521,Non-African
225,c renfrew,1,renfrew,"GreaterEuropean,British",0.0096112685,0.0045248657,0.00893524,0.01338253,0.0012825746,0.6282208,0.016768582,0.057327766,0.18383315,0.00641988,0.03163028,0.03477336,0.0032896753,Non-African
224,c reich,1,reich,"GreaterEuropean,Jewish",0.020937724,0.0022550118,0.00426965,0.0014760956,0.040650334,0.18485132,0.044871677,0.5147444,0.021757964,0.11164266,0.036784105,0.0051874868,0.010571551,Non-African
223,c rassool,1,rassool,"GreaterAfrican,Muslim",0.00093435054,0.000868665,0.12866016,0.013040565,0.67837936,0.07963153,0.004105597,0.062100623,0.0091042435,0.007320738,0.0064060353,0.0020983259,0.007349804,African
222,c pilgrim,1,pilgrim,"GreaterEuropean,EastEuropean",0.00237284,0.0021865703,0.0017321007,0.005227684,0.024229145,0.122744344,0.31067047,0.09722204,0.2965526,0.019452749,0.088792264,0.014907685,0.013909567,Non-African
221,c missler,1,missler,"GreaterEuropean,Jewish",0.0052720476,0.0029610265,0.0033049055,0.016730526,0.0045627337,0.1281906,0.045768864,0.409982,0.08138311,0.19563511,0.033777237,0.055234093,0.017197741,Non-African
220,c meyer,1,meyer,"GreaterEuropean,Jewish",0.009335412,0.0071569476,0.0051069143,0.02796196,0.011610376,0.23451306,0.032679085,0.36749575,0.06472571,0.14511889,0.06591591,0.009132626,0.019247334,Non-African
218,c mazengarb,1,mazengarb,"GreaterEuropean,WestEuropean,French",0.021167086,0.017945044,0.03045403,0.072214805,0.04525083,0.08119386,0.077854626,0.10885683,0.20532902,0.0767247,0.032068405,0.17125252,0.059688177,Non-African
208,c hernandorena,1,hernandorena,"GreaterEuropean,WestEuropean,Italian",0.038652766,0.0056176204,0.063289315,0.005014349,0.019846315,0.028220238,0.027580393,0.02441457,0.103394255,0.0030066487,0.25485677,0.4214809,0.0046258466,Non-African
217,c mattingly,1,mattingly,"GreaterEuropean,British",0.02425104,0.0066516115,0.045259833,0.006518602,0.002261384,0.7243188,0.0035942413,0.0013165061,0.10773209,0.0040898635,0.013293094,0.050292082,0.0104208095,Non-African
216,c luo,1,luo,"Asian,GreaterEastAsian,EastAsian",0.963694,0.008353919,0.0004988726,0.0020301745,0.0011609555,0.0041732388,0.0011040441,0.0015796599,0.001029504,0.00060272875,0.0005775699,0.0033922784,0.011803011,Non-African
215,c lerma,1,lerma,"Asian,IndianSubContinent",0.0018729501,0.00025263327,0.5423237,0.012062497,0.03324485,0.015798679,0.031085376,0.02355535,0.13512157,0.047946285,0.091430314,0.058762737,0.0065430356,Non-African
214,c le blay,1,le blay,"GreaterEuropean,WestEuropean,French",9.533551e-05,4.810271e-05,0.0006603116,0.0010757806,0.00012887975,0.100370176,0.00034352107,0.0033894987,0.8811681,0.0004604599,0.0043110587,0.007046098,0.00090257684,Non-African
212,c joy,1,joy,"Asian,IndianSubContinent",0.07627189,0.0073328754,0.3798526,0.014244078,0.06863324,0.17960353,0.009274183,0.009366602,0.12697248,0.009958332,0.06688371,0.048908707,0.002697729,Non-African
211,c johnson,1,johnson,"GreaterEuropean,British",0.0057964013,0.0039085713,0.007982787,0.015191106,0.0013736937,0.90252733,0.0006512446,0.008101471,0.023272684,0.002019411,0.01439233,0.00441977,0.010363085,Non-African
210,c hohenzollern,1,hohenzollern,"GreaterEuropean,British",0.050638847,0.0030401177,0.010359447,0.011907481,0.005257924,0.50944835,0.11130673,0.10295597,0.043889526,0.08135199,0.017403245,0.044554558,0.007885789,Non-African
274,d frost,1,frost,"GreaterEuropean,British",0.0063136565,0.0015274803,0.0011121981,0.00061449036,0.0039060332,0.8203901,0.0120523535,0.08639413,0.030405179,0.014364417,0.009599338,0.0017160465,0.0116044935,Non-African
276,d gilks,1,gilks,"GreaterEuropean,British",0.0010590453,0.0014194484,0.005532229,0.0005995965,0.0055294707,0.90424067,0.0023924382,0.06474435,0.0016159889,0.003458933,0.0068692826,0.00030894412,0.0022297138,Non-African
277,d gill,1,gill,"Asian,IndianSubContinent",0.0107395435,0.0019529104,0.5030284,0.0024639873,0.0067338636,0.41122884,0.0020413129,0.034258682,0.013840215,0.0009564194,0.010719439,0.0010824156,0.0009540745,Non-African
337,do smith,1,smith,"GreaterEuropean,British",0.0025730792,0.0041091386,0.0022330591,0.0053758896,0.0028027182,0.93060255,0.0009448234,0.015394839,0.015283785,0.0019486102,0.012589142,0.003485974,0.0026564354,Non-African
345,e asphaug,1,asphaug,"GreaterEuropean,Jewish",0.022104155,0.0021145444,0.0019017066,0.0052503897,0.014509311,0.2792329,0.021458752,0.30241653,0.14008056,0.086598165,0.055203076,0.0044331905,0.06469665,Non-African
344,e aguila,1,aguila,"GreaterEuropean,WestEuropean,Hispanic",0.0017399583,0.009182045,0.00087309524,0.09875329,0.005795546,0.04734877,0.011344461,0.054505236,0.084396414,0.0011263092,0.56634957,0.11839223,0.00019305426,Non-African
343,dw howe,1,howe,"GreaterEuropean,British",0.013251022,0.0040933704,0.0010625473,0.0042035724,0.0006341771,0.90131617,0.005386826,0.029824287,0.016061906,0.0015356567,0.014125294,0.0016761625,0.0068291062,Non-African
342,dr wilson,1,wilson,"GreaterEuropean,British",0.0039466536,0.008101896,0.0019696585,0.0030047027,0.00054609857,0.8775148,0.0021879962,0.04113179,0.011846878,0.002108291,0.033846367,0.007575713,0.006219112,Non-African
341,dr rothwell,1,rothwell,"GreaterEuropean,British",0.014856026,0.0017975038,0.0034790896,0.0024318448,0.00017619485,0.8347069,0.0062649245,0.07955106,0.021513304,0.020485211,0.01247157,0.0013003899,0.0009660701,Non-African
340,dr john,1,john,"GreaterEuropean,British",0.11872024,0.008418856,0.060675163,0.05956114,0.00415138,0.6115061,0.009811381,0.028904991,0.020060545,0.020590652,0.023875246,0.026157895,0.0075663454,Non-African
339,dp zipes,1,zipes,"GreaterEuropean,Jewish",0.0039680186,0.0011369654,0.004881849,0.046535734,0.020492932,0.025952835,0.07404627,0.45066637,0.029120933,0.15286538,0.16665742,0.019792544,0.0038827884,Non-African
336,dnc lin,1,lin,"Asian,GreaterEastAsian,EastAsian",0.9795712,0.0018699749,1.7557784e-05,4.313199e-05,6.526483e-05,0.005346189,0.0033255143,0.0022523422,0.005306264,0.00014338689,0.0005627776,0.0010113299,0.00048501906,Non-African
347,e barkan,1,barkan,"GreaterAfrican,Muslim",0.0072252136,0.000796179,0.21122162,0.005969866,0.29844773,0.2363333,0.014832535,0.10168683,0.062039327,0.009734395,0.024175573,0.011867677,0.015669791,African
335,dn williams,1,williams,"GreaterEuropean,British",0.005318876,0.0027901279,0.0022210784,0.0027838103,0.0004672144,0.9509896,0.0006885287,0.0035520873,0.005093264,0.00069331005,0.017325515,0.005279165,0.002797435,Non-African
334,dn spano,1,spano,"GreaterEuropean,WestEuropean,Italian",0.00065647904,0.0021165602,0.0053349645,0.00040679172,0.0030782467,0.043234687,0.010906527,0.017950105,0.035262085,0.016356895,0.17743827,0.6862209,0.0010375285,Non-African
333,dn osman,1,osman,"GreaterAfrican,Muslim",0.0021692796,0.0017607315,0.10822012,0.013806258,0.4435124,0.27106908,0.007828045,0.07313036,0.030714642,0.011633122,0.018598711,0.00716517,0.010391992,African
331,dm quynn,1,quynn,"GreaterEuropean,British",0.0020528156,0.0012216666,0.005599741,0.003424439,0.0010037767,0.94028187,0.0023292825,0.008905649,0.020731723,0.002569215,0.0052539418,0.0010454811,0.0055803917,Non-African
330,dm crowe,1,crowe,"GreaterEuropean,British",0.0052742977,0.000991414,0.00051791465,0.008824657,0.0010339714,0.9152983,0.0004922925,0.019206638,0.022371199,0.0011061497,0.011279193,0.011565544,0.0020385021,Non-African
329,dk webb,1,webb,"GreaterEuropean,British",0.000863951,0.00086055195,0.008398052,0.0016685068,0.0009627404,0.978926,0.00032102704,0.0034855665,0.0016855878,0.00039241932,0.00080577907,0.0007876373,0.00084217923,Non-African
328,dk stabnow,1,stabnow,"GreaterEuropean,British",0.005739349,0.013848545,0.0086741485,0.04274344,0.005562289,0.19452378,0.1651994,0.14410894,0.06458634,0.042443775,0.028441122,0.17392243,0.110206395,Non-African
346,e badian,1,badian,"Asian,IndianSubContinent",0.056928426,0.0021548453,0.32381287,0.072679386,0.038898967,0.095325194,0.025956798,0.08884437,0.20556335,0.004915336,0.06271617,0.020916902,0.0012874361,Non-African
348,e beierle,1,beierle,"GreaterEuropean,Jewish",0.011630825,0.002654911,0.0025683653,0.07412322,0.00066634844,0.20185238,0.043575224,0.24811314,0.16082786,0.087923646,0.06043291,0.054042835,0.051588356,Non-African
278,d gissen,1,gissen,"GreaterEuropean,WestEuropean,Nordic",0.008995527,0.0059611816,0.0005508907,0.01828687,0.0059000687,0.14283499,0.06302331,0.18348837,0.0665851,0.20182782,0.018770173,0.017351743,0.26642397,Non-African
358,e goldstein,1,goldstein,"GreaterEuropean,Jewish",0.00033704814,0.00016209345,5.591925e-05,2.4325207e-05,0.00068735366,0.014892934,0.09740387,0.8774409,0.0016628066,0.0051061665,0.0007980433,6.408398e-05,0.0013642908,Non-African
366,e merluzzi,1,merluzzi,"GreaterEuropean,WestEuropean,Italian",2.7206072e-05,2.8810524e-05,4.8324528e-05,0.00040462925,0.00015465236,0.0016818346,0.00034520525,0.0013775583,0.011052691,0.0005658777,0.021521898,0.9627397,5.1596155e-05,Non-African
364,e lott,1,lott,"GreaterEuropean,British",0.0050851447,0.00506724,0.021802481,0.002646748,0.0042181355,0.7987664,0.023588981,0.07033855,0.039711494,0.0072694244,0.009375093,0.008522807,0.0036075152,Non-African
363,e lankester,1,lankester,"GreaterEuropean,British",0.005285819,0.0016929491,0.0104340175,0.004698056,0.0018177683,0.81479627,0.012425426,0.101874255,0.0083280075,0.013102038,0.010432032,0.004029366,0.0110839335,Non-African
362,e jewell,1,jewell,"GreaterEuropean,British",0.00419185,0.00072282966,0.003484059,0.0028644374,0.00079166057,0.9209472,0.00089230994,0.029143889,0.016597161,0.0034139922,0.0103723565,0.0017583399,0.004820002,Non-African
361,e irving,1,irving,"GreaterEuropean,British",0.008686034,0.0020827118,0.001027853,0.0038871996,0.0018442409,0.9542341,0.0016209923,0.0041628783,0.0033062187,0.0028573575,0.0068249353,0.000349,0.009116391,Non-African
360,e hincks,1,hincks,"GreaterEuropean,British",0.0031109522,0.0021721364,0.0026009344,0.0014728117,0.00048076396,0.9360101,0.0006465735,0.004943519,0.029134503,0.0019579052,0.012705425,0.0008424038,0.003921818,Non-African
359,e gould,1,gould,"GreaterEuropean,British",0.002539958,0.0040191426,0.0054967417,0.0009834638,0.0013259319,0.62746936,0.007441703,0.27414125,0.055527665,0.005200113,0.0074134967,0.0020237379,0.0064174165,Non-African
357,e flamini,1,flamini,"GreaterEuropean,WestEuropean,Italian",0.0002478001,0.00097581657,0.00053823704,0.0011248017,0.004273959,0.01990276,0.0022852465,0.012281212,0.09862526,0.004073152,0.083337925,0.771177,0.0011568194,Non-African
349,e bloom,1,bloom,"GreaterEuropean,Jewish",0.0033870446,0.00294324,0.0046570445,0.0015104942,0.007830151,0.23433773,0.016937004,0.6954008,0.009397185,0.0050211754,0.008100317,0.003641197,0.006836523,Non-African
356,e faber,1,faber,"GreaterEuropean,British",0.00686032,0.0054420508,0.011951763,0.016411595,0.022218483,0.3045652,0.030377254,0.2051395,0.3004989,0.024052305,0.020420749,0.032807566,0.019254237,Non-African
355,e euler,1,euler,"GreaterEuropean,British",0.0131150745,0.005161281,0.10307503,0.02506991,0.0053318106,0.54169524,0.012640402,0.04357923,0.10014028,0.04330938,0.06727991,0.036617417,0.0029850176,Non-African
354,e emery,1,emery,"GreaterEuropean,British",0.019177558,0.009472217,0.0046710093,0.01966327,0.050790846,0.5679831,0.026692113,0.03519863,0.15209384,0.018353332,0.033917904,0.056817096,0.0051691206,Non-African
353,e duthie,1,duthie,"GreaterEuropean,British",0.002088572,0.0021629483,0.0077023217,0.015134551,0.0014359063,0.89022404,0.0004492281,0.008174291,0.0547886,0.0028635163,0.00475165,0.008851531,0.0013726716,Non-African
352,e colicchi,1,colicchi,"GreaterEuropean,WestEuropean,Italian",9.0636764e-05,0.00010389099,5.1452924e-05,7.2241535e-05,0.00012575151,0.0056457086,7.887978e-05,0.00060328614,0.009444973,0.00017981886,0.030549943,0.953032,2.1387452e-05,Non-African
351,e chiera,1,chiera,"GreaterEuropean,WestEuropean,Italian",0.013674685,0.049867477,0.01148556,0.020182682,0.0011534847,0.09810562,0.0072170077,0.022292934,0.016378585,0.005964506,0.081161015,0.6683671,0.0041492335,Non-African
350,e carlebach,1,carlebach,"GreaterEuropean,British",0.0056580785,0.0026284454,0.0013532143,0.0016908639,0.046248708,0.3686991,0.027185025,0.23136662,0.04314065,0.09583093,0.042032853,0.09456794,0.039597638,Non-African
327,dj wideman,1,wideman,"GreaterEuropean,British",0.0015417497,0.0028610926,0.0058040484,0.00540013,0.020980185,0.6811266,0.0054452303,0.11866559,0.035582285,0.042377077,0.018217152,0.013117619,0.04888114,Non-African
326,dj murphy,1,murphy,"GreaterEuropean,British",0.011581971,0.0017843761,0.011916217,0.009403226,0.007857215,0.8914499,0.0027289279,0.017978465,0.021642689,0.0023960806,0.010914406,0.008595855,0.0017505843,Non-African
325,dj good,1,good,"GreaterEuropean,British",0.016529648,0.018699346,0.010790867,0.0015787606,0.005708153,0.8557822,0.0029646328,0.023892425,0.021593397,0.010187151,0.01283284,0.013654991,0.005785643,Non-African
289,d marcel,1,marcel,"GreaterEuropean,WestEuropean,French",0.0037688238,0.0036080522,0.004709406,0.006973139,0.0055172485,0.3012581,0.032970466,0.2134597,0.3129524,0.01057677,0.06006182,0.03919512,0.004948989,Non-African
298,d prochaska,1,prochaska,"GreaterEuropean,British",0.0059685204,0.0008773148,0.117927514,0.008532519,0.03366097,0.32471475,0.20910606,0.13642882,0.08702495,0.043528695,0.011014791,0.010358499,0.01085666,Non-African
296,d pett,1,pett,"GreaterEuropean,British",0.00231637,0.0040021907,0.015615999,0.0030139287,0.0033130066,0.8925077,0.009426071,0.033121806,0.015899094,0.0016260307,0.012396915,0.00528457,0.0014764154,Non-African
295,d paez,1,paez,"GreaterEuropean,WestEuropean,Italian",0.0027151916,0.0082103815,0.0032102864,0.0059262156,0.0047224397,0.011439929,0.0038563611,0.012648465,0.11319351,0.0010567921,0.20351371,0.62930834,0.00019833275,Non-African
294,d paci,1,paci,"GreaterEuropean,WestEuropean,Italian",0.0029572274,0.0031361142,0.020968162,0.0063806735,0.012650069,0.008495775,0.002240487,0.019946232,0.0647182,0.0042817104,0.17356913,0.6781305,0.0025256698,Non-African
293,d ortuno-sahagun,1,ortuno-sahagun,"GreaterAfrican,Africans",0.016164975,0.023097342,0.028107163,0.3748327,0.22644274,0.20677803,0.011630476,0.015955955,0.031688854,0.004901054,0.0440162,0.015344333,0.0010402038,African
292,d nie,1,nie,"Asian,GreaterEastAsian,EastAsian",0.519252,0.056114778,0.0055600503,0.0009459767,0.00012937245,0.2411618,0.0035555686,0.06215169,0.003254901,0.0019851928,0.005298272,0.0084368475,0.09215356,Non-African
291,d million,1,million,"GreaterEuropean,British",0.009721243,0.007117431,0.005017002,0.006169859,0.0011265633,0.8383033,0.0012919931,0.012474034,0.09123471,0.00024813175,0.008250996,0.014269814,0.004774873,Non-African
288,d maniello,1,maniello,"GreaterEuropean,WestEuropean,Italian",0.00037108548,0.00037232813,0.0009795419,0.015086921,0.00020077256,0.048262883,0.000424044,0.010251301,0.011499772,0.0005386733,0.1453271,0.7664848,0.00020083021,Non-African
324,dh narvey,1,narvey,"GreaterEuropean,British",0.006151661,0.00014783526,0.09879303,0.004769099,0.0045851516,0.7746484,0.002074079,0.01615309,0.07741743,0.00042627405,0.0062704827,0.007685742,0.00087767106,Non-African
287,d maleuvre,1,maleuvre,"GreaterEuropean,WestEuropean,French",0.00044652045,9.332401e-05,0.00026282272,0.005434897,0.00030508093,0.06910257,0.00059045566,0.0032901296,0.8553723,0.003397744,0.028751371,0.031831957,0.0011207487,Non-African
285,d malcolm,1,malcolm,"GreaterEuropean,British",0.006352955,0.0048957854,0.0011535981,0.0009175949,0.0030127605,0.8488454,0.011998897,0.055269767,0.017842043,0.0072146757,0.006470738,0.010989413,0.025036378,Non-African
283,d laboury,1,laboury,"GreaterEuropean,WestEuropean,French",0.00031658798,0.00018378376,0.0011179663,0.041533638,0.080005765,0.032907248,0.019227192,0.01079057,0.80051714,0.00046270323,0.010152606,0.0021138387,0.000670846,Non-African
282,d kostov,1,kostov,"GreaterEuropean,EastEuropean",0.00066257577,0.0006803134,0.00068084564,0.00027426396,0.023179423,0.009229877,0.8045181,0.1533079,0.001512429,0.0013621874,0.0008767571,0.0007476521,0.0029677812,Non-African
281,d jørgensen,1,jørgensen,"GreaterEuropean,WestEuropean,Nordic",9.925153e-05,0.0007310087,1.4938568e-05,3.304085e-05,4.9748993e-05,0.001740309,0.00063358503,0.0020019861,0.000928793,0.0022462339,0.0003345404,0.0015076351,0.989679,Non-African
280,d hestroffer,1,hestroffer,"GreaterEuropean,British",0.0040903636,0.0019659947,0.02002904,0.0027162894,0.0014680362,0.47579256,0.027382122,0.28467372,0.052705884,0.036799714,0.042559497,0.04190375,0.007913131,Non-African
279,d goldgaber,1,goldgaber,"GreaterEuropean,British",0.0059819166,0.00702075,0.0018684677,0.0030673682,0.0039736605,0.5376783,0.011601964,0.26155007,0.113913715,0.004918875,0.021609213,0.02485738,0.0019583707,Non-African
300,d rigby,1,rigby,"GreaterEuropean,British",0.0029932803,0.0034901553,0.0014148947,0.0047327452,0.00093092024,0.942747,0.00066982256,0.01792819,0.00480199,0.0016442426,0.005221422,0.006024352,0.0074009686,Non-African
302,d shaul,1,shaul,"Asian,IndianSubContinent",0.013492497,0.000110809866,0.4328284,0.04248427,0.3889758,0.040094566,0.014187505,0.03810863,0.0072972607,0.0041070096,0.0028985378,0.0050112987,0.0104033565,Non-African
303,d short,1,short,"GreaterEuropean,British",0.014413157,0.005614729,0.00253091,0.0022211727,0.0032545945,0.5491317,0.026581485,0.3429634,0.026525736,0.004830695,0.020232242,0.0011045751,0.00059554173,Non-African
304,d tollerton,1,tollerton,"GreaterEuropean,British",0.006291698,0.0016970332,0.0003357821,0.001489828,0.00029776574,0.9327962,0.0012957577,0.019298607,0.024307812,0.0007078464,0.006965444,0.0026151622,0.0019011309,Non-African
323,dh day,1,day,"GreaterEuropean,British",0.0068032146,0.001182112,0.06289161,0.0038291793,0.008211468,0.8087501,0.010387196,0.042304043,0.03863226,0.0015218159,0.0078853965,0.002859023,0.0047426424,Non-African
321,df horkott,1,horkott,"GreaterEuropean,British",0.0032581221,0.0029802972,0.0052522477,0.00084451406,0.0010857258,0.95376194,0.0004760741,0.0109974,0.007531923,0.002903862,0.006473938,0.0024275149,0.002006394,Non-African
318,de meyerson,1,meyerson,"GreaterEuropean,British",0.005154316,0.0015809402,0.0037402387,0.021444967,0.0008051284,0.74288183,0.007784689,0.06104257,0.11043894,0.015554988,0.010281391,0.003117496,0.016172526,Non-African
316,dd mucina,1,mucina,"GreaterEuropean,WestEuropean,Italian",0.043798447,0.009549169,0.002109811,0.01835441,0.059404574,0.034552954,0.017470205,0.010122974,0.04386402,0.004781809,0.1746847,0.57448214,0.006824737,Non-African
315,dd damasceno,1,damasceno,"GreaterEuropean,WestEuropean,Hispanic",0.0019828598,0.0012302016,0.00020849837,0.014586806,0.0012310594,0.010444061,0.0008889209,0.0062518534,0.0597875,0.00060929306,0.5989886,0.30307847,0.0007118584,Non-African
314,dc snell,1,snell,"GreaterEuropean,British",0.017993541,0.0021161865,0.0008847152,0.0022043567,0.0019854002,0.6444788,0.01098294,0.2729277,0.014294892,0.007963565,0.010847544,0.0028328914,0.010487524,Non-African
313,db burke,1,burke,"GreaterEuropean,British",0.0014890697,0.0003325724,0.0041610184,0.006902706,0.010635803,0.9220199,0.0033302454,0.028648093,0.008594207,0.004444123,0.003631611,0.0021175172,0.0036931245,Non-African
312,da meyer,1,meyer,"GreaterEuropean,Jewish",0.009335417,0.007156948,0.0051069194,0.027961977,0.011610382,0.23451304,0.032679096,0.36749578,0.06472572,0.14511889,0.065915935,0.00913263,0.019247321,Non-African
311,da logan,1,logan,"GreaterEuropean,British",0.007987822,0.0033249725,0.0047991374,0.0039286646,0.0018682461,0.7757007,0.0105312485,0.09424053,0.027525686,0.004550408,0.021956496,0.042101298,0.0014847532,Non-African
310,da klein,1,klein,"GreaterEuropean,Jewish",0.0024338772,0.000810681,0.0010751266,0.0012883008,0.0044212383,0.300829,0.06669134,0.47674507,0.028383859,0.06670241,0.023964446,0.0017060599,0.024948632,Non-African
