,author,count,surname,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
952,mm shapiro,1,shapiro,"GreaterEuropean,Jewish",0.003611164,0.002173357,0.004415815,0.0089861555,0.030491456,0.019267028,0.03260603,0.8845931,0.0030329546,0.00061199366,0.004511252,0.0055985637,0.00010118867,Non-African
953,mms brugha,1,brugha,"GreaterEuropean,WestEuropean,Italian",0.0023508717,0.007851659,0.0953722,0.038585152,0.041341472,0.1643394,0.07252799,0.014471331,0.1076283,0.006896558,0.21512008,0.22272854,0.010786491,Non-African
954,mn cornforth,1,cornforth,"GreaterEuropean,British",0.0070285634,0.006701025,0.019417353,0.0014997951,0.0007745704,0.89991575,0.0029052917,0.019246602,0.019305173,0.0025287378,0.011435064,0.0080607245,0.0011812838,Non-African
957,mp roth,1,roth,"GreaterEuropean,Jewish",0.008081142,0.0065998705,0.020095235,0.0049865684,0.0042103836,0.18951647,0.030242536,0.5745313,0.019895682,0.10933447,0.02092845,0.006172801,0.0054050926,Non-African
974,n byers,1,byers,"GreaterEuropean,British",0.0072092367,0.0015355404,0.010683697,0.014419677,0.005847055,0.7997329,0.011191977,0.07148476,0.039865598,0.004134844,0.014800056,0.014046676,0.005047942,Non-African
959,mr laird,1,laird,"GreaterEuropean,British",0.0006025892,0.00025634308,0.0023911546,0.0003425702,0.00045031676,0.87032056,0.002191265,0.007475413,0.113376394,0.00021371641,0.0010410895,0.00050850405,0.0008301002,Non-African
961,ms byrd,1,byrd,"GreaterEuropean,British",0.016351813,0.0007307188,0.0003505183,0.005548092,0.0038129715,0.8091688,0.024521224,0.02129539,0.09777924,0.0030664848,0.0055255606,0.002416122,0.009433066,Non-African
962,ms caplan,1,caplan,"GreaterEuropean,British",0.004711746,0.0056861066,0.0020650756,0.0023279241,0.0040527806,0.4508579,0.00904492,0.286176,0.10416637,0.006967574,0.0533822,0.069015175,0.0015462233,Non-African
963,ms clark,1,clark,"GreaterEuropean,British",0.007898105,0.018676976,0.00027307434,0.0007567234,0.00049464713,0.9334869,0.000749293,0.0033703465,0.017841686,0.00037730002,0.013065971,0.0026488358,0.0003602377,Non-African
964,mt bailey,1,bailey,"GreaterEuropean,British",0.002017085,0.00049485976,0.0034010776,0.0044527105,0.00039026004,0.92542136,0.0007168472,0.0062114713,0.04867837,0.0011332093,0.004536565,0.0023472763,0.00019884849,Non-African
966,mw edmundson,1,edmundson,"GreaterEuropean,British",0.00025065188,0.0038721284,0.0014571879,0.005316852,0.0027714465,0.8246758,0.0015548139,0.07511433,0.020483578,0.0032475968,0.0064809658,0.0046335133,0.050141107,Non-African
967,mw hancock,1,hancock,"GreaterEuropean,British",0.0028674875,0.0027137382,0.003274169,0.0013376144,0.00082069496,0.9642933,0.0006686561,0.0037420208,0.010639088,0.0012568559,0.0057198233,0.0011958905,0.001470706,Non-African
968,mw parts,1,parts,"GreaterEuropean,British",0.028489707,0.0054962123,0.011755168,0.0027577556,0.00637704,0.7497587,0.050023824,0.06528155,0.023909774,0.011159935,0.022464577,0.004767422,0.017758317,Non-African
969,n ali,1,ali,"GreaterAfrican,Muslim",0.020462671,0.0024923892,0.22111306,0.021914529,0.61618733,0.031975333,0.002598623,0.014485638,0.023750106,0.0023295807,0.0061753797,0.024009489,0.0125058675,African
970,n almeida,1,almeida,"GreaterEuropean,WestEuropean,Hispanic",0.00040523254,0.004933945,0.00036918878,0.009020416,0.012340134,0.0052957335,0.005553161,0.018845703,0.010330282,0.0009396177,0.9158619,0.012384551,0.0037202262,Non-African
972,n andre,1,andre,"GreaterEuropean,WestEuropean,French",0.0030524328,0.002358419,0.091877244,0.018815199,0.007179908,0.20123628,0.011740587,0.041517597,0.23403727,0.052123934,0.18624395,0.069476336,0.08034085,Non-African
920,ma mcguckin,1,mcguckin,"GreaterEuropean,British",0.0046953578,0.0007800806,0.00023071392,0.00092663016,1.0111459e-05,0.9472284,0.00046980949,0.0015934047,0.03982101,0.00032065366,0.0018781219,0.0018951513,0.0001506693,Non-African
878,m hendricks,1,hendricks,"GreaterEuropean,British",0.004347041,0.0012128259,0.001615277,0.0010655096,0.0011527385,0.9175191,0.00273687,0.020616679,0.021367352,0.0076425844,0.0069579314,0.001843308,0.011922762,Non-African
918,m zafra,1,zafra,"GreaterEuropean,WestEuropean,Hispanic",0.0003481298,0.0014095668,0.006681129,0.008838205,0.059382502,0.013121622,0.01425129,0.05292012,0.03460349,0.0022142327,0.44354606,0.3621364,0.0005472828,Non-African
799,l halliday,1,halliday,"GreaterEuropean,British",0.00025238746,0.00024029912,0.000555526,0.003048745,0.001994297,0.9715559,0.00015206903,0.00084708363,0.01636381,0.000512912,0.0022233692,0.0009087357,0.0013448044,Non-African
805,l litvack,1,litvack,"GreaterEuropean,Jewish",0.0033658047,0.0030148,0.000973881,0.0005062788,0.0006615046,0.21075906,0.072112404,0.4501128,0.026806641,0.015005197,0.0069016004,0.008796767,0.20098326,Non-African
804,l li,1,li,"Asian,GreaterEastAsian,EastAsian",0.9548798,0.0005610909,0.00054387405,0.00020113999,0.0026640457,0.019957615,0.0013682372,0.0063463706,0.0014352574,0.0016812311,0.0010487752,0.0030851774,0.0062273284,Non-African
803,l lee,1,lee,"GreaterEuropean,British",0.38473383,0.015981058,0.0034527867,0.00051710586,0.0021610593,0.49196205,0.005128396,0.029205501,0.03737184,0.0018515448,0.013949708,0.010650257,0.0030349537,Non-African
802,l kamel,1,kamel,"GreaterEuropean,Jewish",0.0021860225,0.0006979489,0.025823664,0.06400742,0.23433565,0.07770901,0.05660088,0.42355984,0.03240626,0.014492903,0.032622997,0.011070435,0.024486952,Non-African
801,l johnston,1,johnston,"GreaterEuropean,British",0.0025197072,0.0007397367,0.0009766103,0.0022824097,0.0001927606,0.9577754,0.0005246552,0.005168587,0.016097974,0.0012671562,0.008046397,0.0018275174,0.0025810546,Non-African
800,l harris,1,harris,"GreaterEuropean,British",0.0008829317,0.0013189134,0.004969253,0.008188956,0.0029707747,0.8814069,0.0015946226,0.06153367,0.0135881435,0.0014417575,0.015556777,0.005041071,0.0015062278,Non-African
798,l glass,1,glass,"GreaterEuropean,British",0.0033141,0.00080646266,0.00036936637,0.005991707,0.003709843,0.47311282,0.015030786,0.45036912,0.011683956,0.015370102,0.00927392,0.00391358,0.007054249,Non-African
788,l beaverbrook,1,beaverbrook,"GreaterEuropean,British",0.005852972,0.00085598265,0.00017153342,0.0036847722,0.0027957757,0.945507,0.0006143273,0.022824816,0.004519002,0.0042332453,0.0051204027,0.0032737665,0.00054636557,Non-African
797,l fine,1,fine,"GreaterEuropean,British",0.012578273,0.0023437417,0.0059918677,0.0061053224,0.005637751,0.6111839,0.023544451,0.13596092,0.036295928,0.008710815,0.08527665,0.04779233,0.018578118,Non-African
796,l fang,1,fang,"Asian,GreaterEastAsian,EastAsian",0.75098854,0.009713333,0.008184386,0.006417459,0.004246109,0.11312127,0.0064862724,0.017648745,0.01827102,0.0129948035,0.01172877,0.005779314,0.03441998,Non-African
795,l engelberg,1,engelberg,"GreaterEuropean,WestEuropean,Nordic",0.000587951,0.003855978,3.973452e-05,0.0006642661,0.0035888215,0.03539226,0.03394313,0.2937295,0.037462156,0.10017413,0.024574317,0.028295543,0.43769214,Non-African
794,l durrell,1,durrell,"GreaterEuropean,British",0.00208224,0.0002642125,0.018880993,0.0037896552,0.00038144868,0.84923077,0.0013323114,0.020545207,0.06932644,0.0020514207,0.02512351,0.0037135896,0.0032781502,Non-African
793,l de bernieres,1,de bernieres,"GreaterEuropean,WestEuropean,French",0.001593452,0.00076589163,0.01970724,0.0019937772,0.00021284254,0.13103661,0.0011119336,0.015476691,0.66702664,0.025622848,0.07497767,0.05572613,0.0047482355,Non-African
792,l dang,1,dang,"Asian,GreaterEastAsian,EastAsian",0.9243925,0.0014620657,0.0013429867,0.0014142637,0.0007630556,0.03508825,0.003080214,0.0042548417,0.0077449745,0.0034733433,0.0054426123,0.0014384119,0.010102373,Non-African
807,l man,1,man,"Asian,GreaterEastAsian,EastAsian",0.724023,0.030842831,0.02134613,0.0024049236,0.004890232,0.034902368,0.026919872,0.0216117,0.032941792,0.027255125,0.024143483,0.026960054,0.021758446,Non-African
808,l meskell,1,meskell,"GreaterEuropean,British",0.07218834,0.004327411,0.0010017962,0.0028720892,0.0007895184,0.62435,0.020960415,0.17896792,0.01663125,0.048561864,0.017364047,0.0021989897,0.009786331,Non-African
809,l muhlbach,1,muhlbach,"GreaterEuropean,WestEuropean,Germanic",0.0032739455,0.00067196257,0.0005682454,0.00079025474,0.0038019132,0.03974301,0.020989098,0.18975027,0.029794099,0.61900645,0.042474043,0.009529166,0.03960745,Non-African
810,l padwa,1,padwa,"Asian,IndianSubContinent",0.00056396355,0.001006069,0.76113236,0.024657771,0.05523408,0.060786266,0.010190138,0.010472518,0.034482613,0.003537576,0.0036626465,0.0329669,0.0013070209,Non-African
811,l rossi,1,rossi,"GreaterEuropean,WestEuropean,Italian",0.0006829648,0.0009212089,0.00077369425,0.0067617935,0.005965065,0.020260135,0.01382212,0.041860662,0.07890281,0.0036102606,0.14217675,0.6800979,0.0041646603,Non-African
812,l sage,1,sage,"GreaterEuropean,British",0.016441468,0.09901497,0.039381836,0.013115309,0.008065729,0.5738921,0.0029970135,0.0667419,0.07348048,0.011617986,0.019093193,0.035463516,0.040694464,Non-African
814,l staron,1,staron,"GreaterEuropean,British",0.005758074,0.00304724,0.0039807227,0.029493239,0.012869817,0.38609764,0.04213335,0.15974031,0.26439503,0.009595737,0.044475053,0.02814719,0.010266626,Non-African
815,l steinman,1,steinman,"GreaterEuropean,Jewish",0.0033653984,0.0017724038,0.00046292238,0.0018341457,0.0066777864,0.068059675,0.068145484,0.77935034,0.011527677,0.023313247,0.020172166,0.008530445,0.006788324,Non-African
817,l witte,1,witte,"GreaterEuropean,British",0.004617736,0.004434773,0.022456296,0.04481704,0.012921138,0.4146436,0.042171393,0.08188641,0.070295125,0.0470359,0.04339972,0.02012125,0.19119963,Non-African
818,l yang,1,yang,"Asian,GreaterEastAsian,EastAsian",0.93632054,0.001480965,0.00041558855,0.0008491839,0.00057444774,0.028272819,0.0031962297,0.010381608,0.007209027,0.002897945,0.002256896,0.0008868316,0.0052578277,Non-African
819,l zhang,1,zhang,"Asian,GreaterEastAsian,EastAsian",0.9922673,5.0448296e-05,0.0004432954,0.00014195147,0.00080613344,0.0015911259,0.0010973251,0.00020936757,0.0013145148,0.00023978873,0.0009880256,0.00011742362,0.0007333075,Non-African
821,la ruprecht,1,ruprecht,"GreaterEuropean,EastEuropean",0.0011985726,0.00038738083,0.0021950803,0.0014549554,0.00091986574,0.04913576,0.43200272,0.16969326,0.06419968,0.23777139,0.03516712,0.003564014,0.002310144,Non-African
822,lb jaffel,1,jaffel,"GreaterEuropean,Jewish",0.0013720691,0.0002216706,0.009411708,0.013393265,0.027655646,0.14680846,0.04729129,0.4761386,0.1581087,0.061887607,0.04238944,0.011853269,0.0034683237,Non-African
823,lc dugan,1,dugan,"GreaterEuropean,British",0.01375459,0.0039647813,0.0147303175,0.01399366,0.014005428,0.731348,0.01892277,0.047098674,0.04942215,0.008517944,0.05432665,0.023971412,0.005943727,Non-African
824,lc garro,1,garro,"GreaterEuropean,WestEuropean,Hispanic",0.0020341158,0.0009126674,0.003306749,0.003502808,0.012546612,0.019336697,0.0018955922,0.081888065,0.035956297,0.0021035469,0.6766008,0.1567228,0.0031932148,Non-African
826,le burgess,1,burgess,"GreaterEuropean,British",0.0010180265,0.00034665954,0.0015347968,0.0058772215,0.0030520752,0.89182675,0.001985365,0.021093082,0.049147103,0.0058044638,0.004386316,0.008402658,0.0055254977,Non-African
827,le kingery,1,kingery,"GreaterEuropean,British",0.007952313,0.004961984,0.16006741,0.022621375,0.015516138,0.5866499,0.01524067,0.037665784,0.0943332,0.018039208,0.018522281,0.016493522,0.0019362232,Non-African
791,l colangeli,1,colangeli,"GreaterEuropean,WestEuropean,Italian",0.00032293532,0.0003782829,0.006564575,0.024129672,0.016187802,0.056053884,0.0019998439,0.004523356,0.04741695,0.0036216,0.045113128,0.7857862,0.007901793,Non-African
787,l bearden,1,bearden,"GreaterEuropean,British",0.0035951622,0.0021114359,0.002964058,0.004122888,0.00064835075,0.94213426,0.0029178052,0.017271394,0.010177791,0.0016734547,0.0069117486,0.0031767522,0.0022949034,Non-African
829,lh neis,1,neis,"GreaterEuropean,WestEuropean,Hispanic",0.011837727,0.0052757715,0.0068108994,0.011852893,0.10019307,0.1444106,0.018577859,0.123161055,0.03626853,0.032577425,0.46339807,0.015834533,0.02980153,Non-African
756,k wickhusen,1,wickhusen,"GreaterEuropean,British",0.002684606,0.026943,0.0016173047,0.00045378334,0.00410723,0.397974,0.010709515,0.10860875,0.034100916,0.23056935,0.06228858,0.02321967,0.09672323,Non-African
762,kd supulver,1,supulver,"Asian,IndianSubContinent",0.015989602,0.021069216,0.2532415,0.007397123,0.016101109,0.20890379,0.039297555,0.18588804,0.015691888,0.02632122,0.12808445,0.054422513,0.027591964,Non-African
761,kd alford,1,alford,"GreaterEuropean,British",0.0061196517,0.0010749412,0.00024631675,0.0019787522,0.0039787586,0.89130765,0.00352077,0.0428712,0.03167071,0.00089326856,0.0122301495,0.0018999869,0.0022077637,Non-African
760,kc steele,1,steele,"GreaterEuropean,British",0.004944379,0.0016276881,0.00083744497,0.005769827,0.003060029,0.853042,0.0023227877,0.0820076,0.01699004,0.008766962,0.00946641,0.0039342265,0.007230641,Non-African
759,ka appiah,1,appiah,"GreaterAfrican,Africans",0.0007836017,0.00042778673,0.18287873,0.53001255,0.069939,0.028157761,0.0027611454,0.13859099,0.006906782,0.003271119,0.008042686,0.01724418,0.010983604,African
758,k zhang,1,zhang,"Asian,GreaterEastAsian,EastAsian",0.9922673,5.0448296e-05,0.0004432954,0.00014195147,0.00080613344,0.0015911259,0.0010973251,0.00020936757,0.0013145148,0.00023978873,0.0009880256,0.00011742362,0.0007333075,Non-African
757,k yoshida,1,yoshida,"Asian,GreaterEastAsian,Japanese",0.0017970939,0.9975914,1.964919e-05,0.0002162148,8.9490044e-05,2.1509504e-05,8.430223e-05,5.893045e-05,2.7784023e-05,2.163604e-06,4.539752e-05,4.5375054e-05,7.4401066e-07,Non-African
755,k west,1,west,"GreaterEuropean,British",0.013716143,0.0036685478,0.0036782308,0.0016210105,0.0022124394,0.9062675,0.006817342,0.017459486,0.008192353,0.01948773,0.012525171,0.0010422866,0.0033116944,Non-African
785,l amara,1,amara,"GreaterEuropean,WestEuropean,Italian",0.0044648563,0.18543258,0.013499197,0.076303214,0.011005969,0.0169514,0.0021835049,0.033429667,0.06288831,0.0060398015,0.14973523,0.4367093,0.0013569312,Non-African
754,k wang,1,wang,"Asian,GreaterEastAsian,EastAsian",0.81079745,0.002164217,0.00090972637,0.002030478,0.00136196,0.1078304,0.0047885887,0.014003211,0.013183014,0.010248409,0.006061662,0.0018527699,0.02476811,Non-African
753,k wahlberg jansson,1,wahlberg jansson,"GreaterEuropean,WestEuropean,Nordic",0.0021659017,0.0007386474,0.0003504206,0.0038455229,0.00024774976,0.25139785,0.013721596,0.13087954,0.080768615,0.18237248,0.015397245,0.008818744,0.3092957,Non-African
752,k tzanaki,1,tzanaki,"GreaterAfrican,Muslim",0.012662007,0.012727518,0.050803076,0.11460121,0.5706264,0.05831056,0.00966223,0.05902948,0.07227389,0.0039260224,0.016773436,0.01451891,0.0040853987,African
751,k tomaselli,1,tomaselli,"GreaterEuropean,WestEuropean,Italian",0.00054713717,0.00048241785,0.0009310965,0.005436357,0.00026928095,0.007494182,0.003457878,0.0018877662,0.010100487,0.0036393097,0.05467045,0.9103174,0.0007661431,Non-African
750,k terraciano,1,terraciano,"GreaterEuropean,WestEuropean,Italian",0.00013236386,0.0017488893,1.5287185e-05,0.00024724746,0.00036703696,0.0035285319,0.0010069188,0.011095302,0.054289244,0.023049878,0.120330706,0.7830052,0.0011833971,Non-African
749,k sinclair,1,sinclair,"GreaterEuropean,British",0.0026197787,0.0003110109,0.00019174031,0.0034483632,0.0011455765,0.81286126,0.00029646838,0.0054678335,0.16543724,0.0002157812,0.0026938862,0.0037304775,0.0015804764,Non-African
763,ke bjornberg,1,bjornberg,"GreaterEuropean,Jewish",0.0026446374,0.002192425,2.8035738e-05,0.00036888447,0.0016395842,0.028182361,0.14246105,0.39280343,0.011478867,0.021500422,0.009023861,0.0054600793,0.38221633,Non-African
765,ke twardowski,1,twardowski,"GreaterEuropean,British",0.0017990917,0.008453026,0.01744682,0.0023232107,0.037761055,0.36489245,0.033960447,0.272789,0.08146574,0.1270875,0.013021732,0.025555983,0.013443926,Non-African
766,ke yasaitis,1,yasaitis,"GreaterEuropean,WestEuropean,Italian",0.024610681,0.033724938,0.01104224,0.06948553,0.10203376,0.0154963955,0.17874375,0.12627272,0.05475426,0.007846124,0.12103858,0.24720392,0.0077471337,Non-African
767,kf oestreich,1,oestreich,"GreaterEuropean,WestEuropean,Germanic",0.0054017073,0.0007184371,0.0007832179,0.0008323587,0.0063671526,0.22214767,0.029759003,0.1822074,0.05550214,0.33026683,0.09090509,0.006725951,0.06838295,Non-African
770,kl adelman,1,adelman,"GreaterEuropean,Jewish",0.00032289643,0.00016014521,0.00038156545,0.00791918,0.008665167,0.15387984,0.042267587,0.6448596,0.019501284,0.05240001,0.06123174,0.007901124,0.00050983235,Non-African
771,kl da costa,1,da costa,"GreaterEuropean,WestEuropean,Hispanic",0.00034808894,0.012044728,0.003338247,0.0007976054,0.0009987444,0.0452721,0.0060931933,0.1302532,0.06067853,0.0010505177,0.66713995,0.07183636,0.00014873565,Non-African
772,kl davidson,1,davidson,"GreaterEuropean,British",0.00033881518,0.0011041849,0.0031280422,0.0053455704,0.0026001793,0.78372365,0.010607992,0.17157163,0.009702983,0.0005187099,0.004610425,0.0031750149,0.003572721,Non-African
773,km tyack,1,tyack,"GreaterEuropean,British",0.013071372,0.0049998327,0.05098345,0.0028350372,0.0022807587,0.7982023,0.010292246,0.04227373,0.033546884,0.013070133,0.008682149,0.008767101,0.010995034,Non-African
775,koppv de kritische,1,de kritische,"GreaterEuropean,WestEuropean,French",0.0034222316,0.0017092525,0.007134367,0.0012172624,0.0016837049,0.11924516,0.050004706,0.015895475,0.56994545,0.030488715,0.13352808,0.062730186,0.002995422,Non-African
776,kp foster,1,foster,"GreaterEuropean,British",0.0038387948,0.0044150497,0.00340424,0.005275545,0.0017534994,0.8141592,0.011861631,0.10106077,0.02530851,0.008827965,0.0059225745,0.008200518,0.0059716455,Non-African
777,kr stow,1,stow,"GreaterEuropean,British",0.005491976,0.0036132548,0.0013686852,0.009424575,0.0021779535,0.8127688,0.01162673,0.067816295,0.019266777,0.018129218,0.010479681,0.008672688,0.029163362,Non-African
778,kre hood,1,hood,"GreaterEuropean,British",0.008772427,0.0023252598,0.016804764,0.0011681754,0.014754339,0.887663,0.011090101,0.0150749795,0.017230675,0.005642286,0.0076320684,0.0067551997,0.005086736,Non-African
779,kv guth,1,guth,"Asian,IndianSubContinent",0.003718227,0.0018599806,0.5588109,0.013302447,0.029344434,0.14502482,0.018881716,0.14470984,0.009548241,0.045080703,0.013039685,0.010496401,0.0061825146,Non-African
780,kw jansson,1,jansson,"GreaterEuropean,WestEuropean,French",0.00047755372,0.0013855827,0.0020129313,0.036928263,0.0040580477,0.29341972,0.0067244153,0.06708633,0.43794012,0.018249236,0.032190226,0.008566741,0.09096086,Non-African
781,kw sayers,1,sayers,"GreaterEuropean,British",0.016750813,0.0033721044,0.029062932,0.0051971846,0.025758158,0.76358706,0.009077545,0.043014225,0.056924514,0.0041537844,0.016425261,0.019955413,0.006721062,Non-African
782,ky fanizzo,1,fanizzo,"GreaterEuropean,WestEuropean,Italian",0.00023872979,0.00013059723,0.00019620266,0.0021984985,0.0025446059,0.0043097213,0.0017841837,0.015156775,0.05359451,0.011386376,0.1565831,0.75006706,0.0018096408,Non-African
783,l aissi,1,aissi,"GreaterEuropean,WestEuropean,Italian",0.002417006,0.011335515,0.025253294,0.28673494,0.07134443,0.055221554,0.012839152,0.02817447,0.06998249,0.0077092326,0.068767294,0.35894102,0.0012796227,Non-African
828,le young,1,young,"GreaterEuropean,British",0.04063518,0.00038023235,0.0016401798,0.0018210694,0.0018274639,0.91646755,0.0021014411,0.016092023,0.0067654583,0.00092184567,0.007655102,0.0016195768,0.0020728854,Non-African
830,lj loth,1,loth,"GreaterEuropean,British",0.011977379,0.0074736397,0.023354456,0.0066267513,0.0057454393,0.481283,0.040114652,0.16049895,0.018988151,0.18225133,0.027856873,0.0120650055,0.021764388,Non-African
917,m yang,1,yang,"Asian,GreaterEastAsian,EastAsian",0.93632054,0.001480965,0.00041558855,0.0008491839,0.00057444774,0.028272819,0.0031962297,0.010381608,0.007209027,0.002897945,0.002256896,0.0008868316,0.0052578277,Non-African
885,m lipkind,1,lipkind,"GreaterEuropean,Jewish",0.002016212,0.0016496067,0.009323277,0.0034158325,0.0012688253,0.24143003,0.16827165,0.4818355,0.047287863,0.0059501575,0.0035709613,0.004868828,0.029111322,Non-African
895,m nichanian,1,nichanian,"Asian,IndianSubContinent",0.1742992,0.017123777,0.20804757,0.047134437,0.079178385,0.11294656,0.07982355,0.090345085,0.06835385,0.009284253,0.09591211,0.0169983,0.0005529397,Non-African
894,m newkirk,1,newkirk,"GreaterEuropean,British",0.004042935,0.002272511,0.00018401958,0.030684324,0.039285395,0.82222795,0.008507506,0.04027845,0.010326202,0.0044820253,0.011687458,0.0069505614,0.019070623,Non-African
893,m mulliez,1,mulliez,"GreaterEuropean,British",0.0009357701,0.0005539377,0.008835174,0.0025663674,0.0018524196,0.6560046,0.0010791685,0.013990373,0.2561423,0.0064340523,0.011685092,0.03890088,0.0010198496,Non-African
890,m melotti,1,melotti,"GreaterEuropean,WestEuropean,Italian",5.4828844e-05,5.2301835e-05,0.0038196826,0.0059189694,0.0024891621,0.020643033,0.00083401933,0.008033041,0.04009125,0.0012507183,0.12148696,0.7950406,0.00028540654,Non-African
889,m mbwogge,1,mbwogge,"GreaterAfrican,Africans",8.0238184e-05,1.037785e-06,0.0001518778,0.9870511,0.00023096181,0.008620394,0.00015333257,0.00012319913,0.0032769898,9.024072e-05,0.000102262566,8.621528e-05,3.202567e-05,African
886,m lyons,1,lyons,"GreaterEuropean,British",0.010223893,0.007552889,0.0022351693,0.0032241459,0.006948058,0.8310374,0.0026355537,0.079687275,0.025825128,0.0032033508,0.012440941,0.0046197036,0.010366457,Non-African
884,m landy,1,landy,"GreaterEuropean,British",0.0076294397,0.0007483139,0.06461683,0.006678869,0.0072002406,0.505974,0.024292467,0.05359094,0.16269396,0.012649982,0.03433952,0.0667034,0.052882068,Non-African
870,m glendinning,1,glendinning,"GreaterEuropean,British",0.0007600263,0.0015132388,0.0010367222,0.006111909,0.004077121,0.91655785,0.0055798343,0.0114797875,0.007053292,0.010047941,0.02782424,0.0024066512,0.005551374,Non-African
883,m kenawi,1,kenawi,"GreaterAfrican,Muslim",0.0009500748,0.0006129118,0.008169444,0.1391538,0.3790814,0.26130804,0.012890214,0.09254475,0.03299705,0.0080727795,0.03876212,0.020535143,0.0049223187,African
881,m hrubes,1,hrubes,"GreaterEuropean,EastEuropean",0.0004323922,0.00018219865,0.06206197,0.011013138,0.01895111,0.0022373311,0.5251928,0.038155098,0.0041381433,0.30557665,0.0035023605,0.0037820206,0.024774859,Non-African
1005,od popa,1,popa,"GreaterEuropean,WestEuropean,Italian",0.003924085,0.0033743244,0.10086797,0.060237896,0.05459487,0.042977136,0.019035207,0.0055451677,0.075137995,0.0038628387,0.10232591,0.52608806,0.0020285265,Non-African
876,m habachy,1,habachy,"GreaterAfrican,Muslim",0.008844892,0.003123108,0.22670858,0.041604884,0.25849423,0.071413316,0.07800404,0.04922792,0.12264225,0.03944351,0.054881375,0.007749285,0.03786265,African
874,m greenhalgh,1,greenhalgh,"GreaterEuropean,British",0.0013946397,0.0003235414,0.00037756393,0.0017808538,0.00061153574,0.9554855,0.00036448083,0.02548584,0.001966341,0.0010981854,0.00914451,0.0015206991,0.000446133,Non-African
872,m goldmann,1,goldmann,"GreaterEuropean,Jewish",0.0017491195,0.0008217754,0.0001892337,0.00033782283,0.00018531838,0.025646368,0.01946177,0.921506,0.0055073304,0.017048657,0.0026659952,0.0023821907,0.002498502,Non-African
896,m o'artoteca,1,o'artoteca,"GreaterEuropean,WestEuropean,Hispanic",0.002213652,0.0047855345,0.01113097,0.006346346,0.007872504,0.023650147,0.015490456,0.028668322,0.017315509,0.0021117013,0.5303582,0.34420595,0.005850736,Non-African
898,m orr,1,orr,"GreaterEuropean,British",0.0039658197,0.003373962,0.008802139,0.004920801,0.092512265,0.75727344,0.049429674,0.023567712,0.01612984,0.008580099,0.025189133,0.0018086268,0.004446443,Non-African
899,m osei,1,osei,"GreaterAfrican,Africans",0.010294231,0.27596557,0.0048039253,0.45153844,0.0032491253,0.038776122,0.0043014083,0.01295913,0.005638463,0.004106513,0.018415846,0.16380376,0.0061474643,African
901,m ranđelovic,1,ranđelovic,"GreaterEuropean,Jewish",0.0012897576,0.002105313,0.000995462,0.001684158,0.0065828245,0.13885888,0.13495158,0.3790805,0.26031202,0.002253575,0.052041467,0.019391455,0.00045305118,Non-African
903,m retzsch,1,retzsch,"GreaterEuropean,WestEuropean,Germanic",0.0037363607,0.0009700351,0.0014745876,0.0053313384,0.002503239,0.016754791,0.05601027,0.07321407,0.020382347,0.7623932,0.0046562823,0.031389136,0.021184424,Non-African
904,m rhodes,1,rhodes,"GreaterEuropean,British",0.002605431,0.000963234,0.003294257,0.009259564,0.00058053754,0.9597648,0.0010750039,0.0032504452,0.0089426935,0.0012728932,0.0062941164,0.0013347289,0.0013622994,Non-African
905,m shubik,1,shubik,"GreaterEuropean,EastEuropean",0.0028432775,0.00040676637,0.022285203,0.004243667,0.12672654,0.012414645,0.5944627,0.22661412,0.0011637759,0.0004992123,0.0056116898,0.00039321923,0.0023351603,Non-African
906,m silver,1,silver,"GreaterEuropean,Jewish",0.0029274554,0.00407664,0.007859425,0.002469242,0.014138177,0.28458953,0.017903665,0.5669595,0.035983484,0.0076319952,0.035741143,0.017811574,0.0019082426,Non-African
907,m soetard,1,soetard,"GreaterEuropean,WestEuropean,French",0.0010570775,0.001993016,0.0035247095,0.00076065684,0.0016553083,0.04002827,0.008219762,0.033182077,0.82842064,0.014098664,0.03444527,0.025709957,0.006904549,Non-African
909,m tagotra,1,tagotra,"Asian,IndianSubContinent",0.0009925014,0.00057447824,0.7970666,0.07926605,0.0067970403,0.03202745,0.0104374355,0.009659804,0.022563575,0.005616389,0.01826347,0.01646666,0.00026858033,Non-African
910,m takei,1,takei,"Asian,GreaterEastAsian,Japanese",0.011530705,0.9750852,0.000115828785,0.0032656807,0.0008456978,0.0034046182,0.0005933463,0.0025413833,0.00022402364,5.7784884e-05,0.0017220002,0.0005963842,1.7234925e-05,Non-African
911,m tomasoni,1,tomasoni,"Asian,GreaterEastAsian,Japanese",0.0036627909,0.5550787,0.0049996325,0.009568872,0.0059224004,0.019562865,0.002067303,0.0050795935,0.019018535,0.00059476524,0.03311853,0.34110877,0.00021726944,Non-African
