,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
0,hawass,199,0.0968286,0.16769871,0.5846445,1.3879468,2.743331,3.0316792,0.020647734,1.1717315,0.08324552,0.07855807,0.17884138,0.24223498,0.21261209,"GreaterEuropean,British",African
1,merryman,145,0.006122916,0.0066559413,0.008225554,0.005502537,0.017210487,1.9817845,0.15069565,2.305471,0.18231587,0.042635895,0.23825115,0.05055745,0.004571126,"GreaterEuropean,Jewish",Non-African
2,borchardt,92,0.0789928,0.03447245,0.006161421,0.008260708,0.013613781,0.87656933,0.06771179,0.187308,0.5838833,0.37598786,0.4692567,0.088215895,0.20956615,"GreaterEuropean,British",Non-African
3,macron,90,0.069733486,0.031838465,0.0069329636,0.11171992,0.014282215,1.9969497,0.017636552,0.062631354,0.51975214,0.01073569,0.028256966,0.12308838,0.0064422525,"GreaterEuropean,British",Non-African
4,hitler,63,0.016271919,0.014807607,0.023424255,0.017424487,0.010534061,2.1123662,0.031195711,0.51380885,0.08736141,0.03557247,0.10694291,0.018069558,0.012220756,"GreaterEuropean,British",Non-African
5,laroze,59,0.0024060903,0.0028578956,0.0010131246,0.05727379,0.040784266,0.019240052,0.07309131,0.071033336,0.62982666,0.0062352153,0.06805518,0.027455214,0.000727867,"GreaterEuropean,WestEuropean,French",Non-African
6,denon,47,0.011781715,0.012619189,0.36374226,0.055014133,0.03774426,1.2916088,0.13100821,0.42466748,2.4292817,0.022705106,0.05428834,0.1484749,0.017064117,"GreaterEuropean,WestEuropean,French",Non-African
7,bonaparte,42,0.0032014176,0.0013048272,0.013013733,0.003924242,0.0025011082,0.1022375,0.0028884665,0.017653931,4.727966,0.012040404,0.26516378,2.8299115,0.018192952,"GreaterEuropean,WestEuropean,French",Non-African
8,wildung,41,3.1687622,0.027897451,0.0089817215,0.025508774,0.012946395,1.3215556,0.03156103,0.011853458,0.054327603,0.0067137387,0.14104533,0.0056125745,0.18323423,"Asian,GreaterEastAsian,EastAsian",Non-African
9,simon,36,0.04147246,0.0460592,0.043284677,0.2172443,0.04627455,0.3933801,0.15257771,1.9617438,1.8145168,0.005858813,0.10621891,0.14731826,0.024050668,"GreaterEuropean,Jewish",Non-African
10,francis,34,0.00454227,0.0013979926,0.018436555,0.04834244,0.039941028,1.4511691,0.010937662,0.10603355,0.1975237,0.01198714,0.016404679,0.08589705,0.007386697,"GreaterEuropean,British",Non-African
11,mubarak,34,0.0065978477,0.003456615,1.9043121,0.068472706,0.64862394,0.021253955,0.07333719,0.19632733,0.036235243,0.012538666,0.0051934537,0.0041218824,0.019528935,"Asian,IndianSubContinent",African
12,opoku,32,0.06789942,0.119559325,0.101877056,1.0047802,0.18665412,1.0229065,0.10878579,0.11735227,0.12136762,0.00979471,0.11355956,0.0236165,0.001847269,"GreaterEuropean,British",African
13,cuno,30,0.016887732,0.13654782,0.060986042,0.02854007,0.049534276,0.07793985,0.016143268,0.05589172,0.42032015,0.01644636,1.3423325,0.7742838,0.004146305,"GreaterEuropean,WestEuropean,Hispanic",Non-African
14,waxman,30,0.013836749,0.01814194,0.11223255,0.015538585,0.031628076,0.4130343,0.15550104,1.0763829,0.03066645,0.089029245,0.031124404,0.011316605,0.0015672026,"GreaterEuropean,Jewish",Non-African
15,stierlin,29,0.025288373,0.0046567162,0.0008820589,0.013631644,0.00593005,0.5706272,0.5797865,0.29064646,0.3006057,0.045707833,0.033648543,0.082628705,0.04596032,"GreaterEuropean,EastEuropean",Non-African
16,cho,28,0.788975,0.008209837,0.003953339,0.021982148,0.001457675,0.032960728,0.006478948,0.006743455,0.024014693,0.011597258,0.011067421,0.07640793,0.0061515905,"Asian,GreaterEastAsian,EastAsian",Non-African
17,saint-hilaire,27,0.021833804,0.008835073,0.009002329,0.025648715,0.0032326523,0.50626516,0.0052212384,0.018015599,0.19502273,0.000462858,0.111878924,0.09422006,0.00036077338,"GreaterEuropean,British",Non-African
18,lelorrain,27,0.00011826839,0.00024491947,0.0011510608,0.0006169595,0.006786125,0.056147344,0.0003844326,0.02751705,2.7191398,0.011708058,0.16407517,0.011122904,0.0009875942,"GreaterEuropean,WestEuropean,French",Non-African
19,young,25,0.2438111,0.0022813946,0.00984108,0.010926418,0.010964784,5.498805,0.0126086455,0.09655215,0.04059275,0.005531075,0.045930617,0.009717461,0.012437314,"GreaterEuropean,British",Non-African
20,lens,25,0.007614471,0.0030836181,0.016475672,0.0012226854,0.0037832297,0.72960955,0.022755207,0.105731055,0.023821006,0.04598681,0.023757912,0.0033719544,0.012786766,"GreaterEuropean,British",Non-African
21,bruce,25,0.018316211,0.009247079,0.015926989,0.006880157,0.048412893,1.5055747,0.025000397,0.09427741,0.13733475,0.023430802,0.038301922,0.050968245,0.026328398,"GreaterEuropean,British",Non-African
22,cook,24,0.019372096,0.0037935164,0.00734802,0.011773224,0.0055814814,3.8765485,0.0012304028,0.02409793,0.014030865,0.004742167,0.013107154,0.017359382,0.0010149067,"GreaterEuropean,British",Non-African
23,michelangelo,24,0.0014714658,0.0009904215,0.14747581,0.8949169,0.0031246827,0.18962994,0.007334876,0.02550755,0.25329518,0.0105851665,0.32172772,1.1418545,0.002085688,"GreaterEuropean,WestEuropean,Italian",Non-African
24,wing,23,1.8447436,0.0061507053,0.0023287772,0.016962174,0.019197954,1.2876236,0.13539833,0.34780496,0.05007978,0.09163503,0.072697364,0.009417437,0.11596056,"Asian,GreaterEastAsian,EastAsian",Non-African
25,law,23,0.94749916,0.015919505,0.056788787,0.018269965,0.05169046,1.4528699,0.05944118,0.07516682,0.1097049,0.0074449237,0.014561892,0.080392525,0.11025007,"GreaterEuropean,British",Non-African
26,wenman,22,0.07559819,0.017105518,0.004949604,0.01872012,0.0017661098,0.5237809,0.014418467,1.0937897,0.13964336,0.023432696,0.027777746,0.036237195,0.022780577,"GreaterEuropean,Jewish",Non-African
27,josefowicz,22,0.0022685295,0.0002928203,0.001170753,0.0033380445,0.0022329567,0.45925373,1.7416534,0.6715527,0.02509902,0.014087038,0.053705346,0.024206406,0.0011393386,"GreaterEuropean,EastEuropean",Non-African
28,robertson,22,0.0035400614,0.012479855,0.0042768866,0.009562725,0.00041940258,2.5901265,0.028714113,0.099684164,0.062636666,0.0025714985,0.013219725,0.038166657,0.13460189,"GreaterEuropean,British",Non-African
29,carter,21,0.00602227,0.006364486,0.010613015,0.0063233282,0.011031024,2.6032996,0.014712235,0.17969583,0.10231671,0.009302573,0.015388728,0.026155356,0.008774981,"GreaterEuropean,British",Non-African
30,salt,21,0.0058284244,0.0009219761,0.060182624,0.011809654,0.13292803,0.38574916,0.046683725,0.05411254,0.9727799,0.04358832,0.042394787,0.18061781,0.062403057,"GreaterEuropean,WestEuropean,French",Non-African
31,elgin,21,0.00087522937,0.0022213068,0.0025035897,0.0077523324,0.42517224,0.14588577,0.38426727,0.85518354,0.07357621,0.019488553,0.027676322,0.03161257,0.023785016,"GreaterEuropean,Jewish",Non-African
32,rosenberg,20,0.010680413,0.0027719438,0.00013410312,0.0018417642,0.0049084914,0.2594288,0.19367045,4.1476727,0.09206806,0.18163727,0.030370222,0.012152208,0.06266404,"GreaterEuropean,Jewish",Non-African
33,al-badri,20,1.5778205e-05,4.726967e-05,0.00064209214,0.0056369854,2.9866672,0.0010223594,0.00013718012,0.004085109,0.00021046092,0.00028077158,0.00023349284,0.0006267559,0.00039442503,"GreaterAfrican,Muslim",African
34,hatshepsut,19,0.005087372,0.01087753,0.015889846,0.023602331,0.28616473,1.7512197,0.16716257,0.63562334,0.039069224,0.0035251803,0.04508598,0.015429782,0.0012624427,"GreaterEuropean,British",Non-African
35,benson,19,0.006149533,0.008862311,0.0047131134,0.016697517,0.008226223,2.1973763,0.010957116,0.42410207,0.18772025,0.018627247,0.04259018,0.031625453,0.042352896,"GreaterEuropean,British",Non-African
36,hawas,19,0.0037827145,0.024235997,0.32727623,0.19060656,1.0779853,1.1868677,0.0028405825,0.14424932,0.01345588,0.004839063,0.014450096,0.0051130387,0.0042977585,"GreaterEuropean,British",Non-African
37,berlin,18,0.03252803,0.036481906,0.008110605,0.009806797,0.042917006,0.823776,1.9163704,3.221652,2.3403273,0.14206463,0.15692174,0.18424731,0.084796675,"GreaterEuropean,Jewish",Non-African
38,breger,18,0.016687505,0.010474087,0.0036183703,0.0075720386,0.011137831,0.3415153,0.046823252,0.82633686,0.070643,0.47452635,0.09740556,0.048351556,0.044908445,"GreaterEuropean,Jewish",Non-African
39,raphael,18,0.003084541,0.00012704333,0.0114780925,0.018301772,0.035924897,0.18186711,0.039006315,1.5842859,0.08246063,0.020846741,0.008893184,0.011787208,0.001936593,"GreaterEuropean,Jewish",Non-African
40,gardner,18,0.004091522,0.0033093055,0.057940844,0.008990106,0.0020956164,3.5647285,0.026910983,0.22226794,0.06451532,0.0069914204,0.009618572,0.018168196,0.0103719225,"GreaterEuropean,British",Non-African
41,empire,18,0.40880212,0.112691596,0.09734158,0.6355227,0.10587244,0.6633552,0.4551766,0.22798117,1.0123276,0.03570972,1.5958604,3.5550969,0.09426184,"GreaterEuropean,WestEuropean,Italian",Non-African
42,panckoucke,18,0.05528465,0.00078348827,0.041606393,0.016306924,0.0017728826,0.6970862,0.01098042,0.0016166999,0.116185956,0.02564629,0.016801227,0.004229741,0.011699096,"GreaterEuropean,British",Non-African
43,imperiale,18,0.015218185,0.0040690005,0.010700854,0.2199413,0.008341578,0.119959086,0.09720778,0.027001318,0.14909977,0.029995477,0.12442975,1.1908749,0.0031607992,"GreaterEuropean,WestEuropean,Italian",Non-African
44,mariette,18,0.0017500055,0.00056589703,0.0033022338,0.009233237,0.0007622548,0.08230101,0.0014933437,0.013902771,1.3090223,0.0028686898,0.09989911,0.4711702,0.0037292566,"GreaterEuropean,WestEuropean,French",Non-African
45,acropolis,18,0.052742455,0.008067751,0.031106595,0.36543375,0.13498889,1.3753045,0.55630654,0.16525812,0.1568597,0.42807224,0.40925178,1.2929232,0.023684667,"GreaterEuropean,British",Non-African
46,siehr,18,0.0027357582,0.0005744255,0.0035857493,0.066131204,0.024207698,0.19357665,0.47013924,0.5774925,0.02670824,0.48861295,0.004106113,0.015355861,0.12677376,"GreaterEuropean,Jewish",Non-African
47,carree,18,0.022855846,0.011693909,0.014168724,0.020607667,0.014275977,1.6648936,0.006069313,0.016135454,0.073006645,0.0014894463,0.11584886,0.037208434,0.0017461875,"GreaterEuropean,British",Non-African
48,d'orsay,17,6.142597e-05,8.885635e-05,0.00018209132,0.0029746096,0.00039059957,0.028630711,0.00027068725,0.0007429882,0.9590307,0.00095261424,0.0014047343,0.0048866314,0.0003834447,"GreaterEuropean,WestEuropean,French",Non-African
49,macgregor,17,0.003047815,0.0005023943,0.0050029918,0.0048486106,0.00012603305,1.9067103,0.000101284306,0.002902445,0.017349744,0.0007966054,0.044234708,0.013011913,0.0013653055,"GreaterEuropean,British",Non-African
50,khufu,17,0.11248854,0.015799852,0.045182716,0.41854995,3.0664325,0.110948615,0.021706728,0.03318027,0.092708975,0.001124062,0.06281805,0.018770054,0.0002899952,"GreaterAfrican,Muslim",African
51,physiol,17,0.006702205,0.012164448,0.015086226,0.0103737945,0.03345146,0.5062039,0.014400012,0.030921755,0.18460882,0.007934325,0.12874466,0.025924742,0.023483735,"GreaterEuropean,British",Non-African
52,culture,17,0.04103542,0.015395836,0.19336958,0.024271691,0.015428964,0.14027014,0.013475723,0.033210874,0.08681369,0.0076479055,0.19412266,0.2211461,0.013811442,"GreaterEuropean,WestEuropean,Italian",Non-African
53,ltip,17,0.13578188,0.009469413,0.01493946,0.16673175,0.17177656,0.33144996,0.005142172,0.016686385,0.07870507,0.0039843847,0.039193295,0.024414811,0.0017247878,"GreaterEuropean,British",Non-African
54,pharaoh,17,0.0103447875,0.009445419,0.5246967,0.8176633,0.42678693,0.051279183,0.0031869763,0.053938583,0.0551241,0.002721042,0.0138470465,0.030193174,0.0007726356,"GreaterAfrican,Africans",African
55,da vinci's,16,0.0048965653,0.015883947,0.03735607,0.07383087,0.019093676,0.7148554,0.018243087,0.011807707,0.00394149,0.0014974095,0.07453364,0.018728692,0.0053316024,"GreaterEuropean,British",Non-African
56,langenscheidt,16,0.0021800303,0.0019304274,0.0005611428,0.00038326273,0.0017870417,0.021206826,0.048995372,0.22468725,0.054287683,0.46617436,0.045128282,0.007382255,0.12529606,"GreaterEuropean,WestEuropean,Germanic",Non-African
57,xvi,16,0.05105535,0.0017924441,0.017756976,0.032328043,0.0044868663,0.0175996,0.0061210915,0.08387208,0.013359402,0.0014845337,0.011872158,0.6562469,0.102024525,"GreaterEuropean,WestEuropean,Italian",Non-African
58,musee,16,0.029456988,0.043501318,0.02966218,0.85064805,0.09776333,1.0658466,0.06787574,0.2533161,0.33430415,0.035582766,0.07837317,0.058287516,0.055382285,"GreaterEuropean,British",Non-African
59,lindsay,16,0.0064052744,0.019235618,0.0105479965,0.08942214,0.009433591,4.4030685,0.008745709,0.10371693,0.18273869,0.009310647,0.0507046,0.041264355,0.065406114,"GreaterEuropean,British",Non-African
60,d'un,16,0.0148752,0.004347572,0.05078388,0.011743809,0.021296943,0.15542634,0.013692259,0.066180155,0.02761861,0.00981399,0.0069639813,0.60560983,0.011647346,"GreaterEuropean,WestEuropean,Italian",Non-African
61,riggs,15,0.013735852,0.013947731,0.012241061,0.0046845013,0.004182292,1.7866619,0.0020837018,0.018262241,0.04647995,0.0054638255,0.055162583,0.01828977,0.018804483,"GreaterEuropean,British",Non-African
62,sloane,15,0.002987014,0.00178263,0.00021897229,0.01363372,0.0070642326,1.7946876,0.008566164,0.1366077,0.010320767,0.0019072345,0.010486551,0.010336572,0.0014008713,"GreaterEuropean,British",Non-African
63,tawfik,15,0.011441633,0.007863065,0.32905033,0.05890491,0.36394662,0.31500047,0.0858634,0.6522763,0.028885167,0.014911396,0.051729366,0.03493614,0.045191213,"GreaterEuropean,Jewish",Non-African
64,head,15,0.050417505,0.016979735,0.012832234,0.01545295,0.010451124,3.6330564,0.010872052,0.047156554,0.1331737,0.0065074274,0.03700229,0.01456767,0.011530362,"GreaterEuropean,British",Non-African
65,queen,15,0.025689974,0.0022661833,0.010714149,0.019013373,0.047637723,1.7107991,0.0032984675,0.043744564,0.108295225,0.002848448,0.016382223,0.0042031524,0.0051073655,"GreaterEuropean,British",Non-African
66,da vinci,15,0.00050879625,0.0010932552,0.0029232888,0.0006961235,0.0010858368,0.018020015,0.00026032337,0.010617795,0.023562169,0.0017563744,0.22301817,1.7154338,0.0010240641,"GreaterEuropean,WestEuropean,Italian",Non-African
67,marbles,15,0.027797122,0.008860547,0.04536639,0.008400379,0.057087142,1.9272711,0.028296106,0.5913601,0.062368993,0.008964643,0.1071967,0.08426831,0.04276239,"GreaterEuropean,British",Non-African
68,sun,15,2.9039767,0.02905371,0.007463728,0.00031935028,0.0023479662,0.016367303,0.0107548125,0.016218003,0.005665915,0.00066175463,0.0031473718,0.0023311719,0.0016923777,"Asian,GreaterEastAsian,EastAsian",Non-African
69,harris,15,0.00529759,0.0079134805,0.02981552,0.04913374,0.017824648,5.2884417,0.009567736,0.36920202,0.08152886,0.008650545,0.093340665,0.030246427,0.009037366,"GreaterEuropean,British",Non-African
70,jean-francois,15,0.001746543,0.00023866686,0.0013454754,0.0018633852,0.0007932962,1.9595205,0.00040425014,0.016915496,0.010659119,0.0010228978,0.003226526,0.0020074355,0.00025658382,"GreaterEuropean,British",Non-African
71,period,15,0.01655573,0.07856039,0.060287572,0.075533845,0.054098357,1.593362,0.18732461,0.6230918,0.8412314,0.03177859,0.2617964,0.16052364,0.01585572,"GreaterEuropean,British",Non-African
72,wegner,15,0.006413542,0.0052880296,0.010311603,0.027424421,0.004674935,0.043782182,0.03705207,0.070285216,0.16085109,0.5033272,0.036381543,0.048580963,0.04562719,"GreaterEuropean,WestEuropean,Germanic",Non-African
73,champollion,15,0.014277189,0.014525352,0.050080433,0.033698097,0.007850926,0.9986738,0.013023696,0.015309908,0.742437,0.00078969315,0.047860738,0.04096503,0.020508215,"GreaterEuropean,British",Non-African
74,waterloo,14,0.01572514,0.00493032,0.1334115,0.40135634,0.008860664,2.1065211,0.02059681,0.026291844,0.078977786,0.033087537,0.1308259,0.03759085,0.001824396,"GreaterEuropean,British",Non-African
75,du,14,6.5558996,0.004984705,0.049506422,0.007544819,0.022225823,0.044305086,0.018948002,0.005007871,0.18254533,0.03765295,0.0065745353,0.047255665,0.01754903,"Asian,GreaterEastAsian,EastAsian",Non-African
76,vase,14,0.005437413,0.13207033,0.18386869,0.33109915,0.015115772,1.8791461,0.106108084,0.19701411,0.12333934,0.2089142,0.28249535,0.40305623,0.13233519,"GreaterEuropean,British",Non-African
77,mesopotamia,14,0.003805121,0.00575423,0.7615807,0.038025,0.012264434,0.0049999147,0.07147439,0.0035867982,0.012634901,0.0026080022,0.020677535,0.059809342,0.00277962,"Asian,IndianSubContinent",Non-African
78,veronese,14,0.0041672993,0.018979393,0.033692848,0.019196982,0.0011014818,0.09704591,0.0027255958,0.0066146203,0.19961667,0.004617443,0.2835311,1.3244895,0.0042210994,"GreaterEuropean,WestEuropean,Italian",Non-African
79,louvre,14,0.004590025,0.0011755512,0.0014066971,0.0076856255,0.0011917257,0.12160832,0.0006249364,0.007981736,5.65764,0.00055829494,0.03928619,0.14426757,0.011983514,"GreaterEuropean,WestEuropean,French",Non-African
80,cv,13,0.3073808,0.5120921,0.014502438,0.04197362,0.01287136,0.02003417,0.0021868253,0.0053176354,0.014715467,0.0045251264,0.037171587,0.024422394,0.0028064263,"Asian,GreaterEastAsian,Japanese",Non-African
81,lion,13,0.33524528,0.12024867,0.052282628,0.029424436,0.043300014,0.6295315,0.04919451,0.14503641,0.33313525,0.009434358,0.08723787,0.13261165,0.033317294,"GreaterEuropean,British",Non-African
82,amun,13,0.05250442,0.01776186,0.062622696,0.07657461,0.3566979,0.12066108,0.021053607,0.1297888,0.099374756,0.011907773,0.024548203,0.017826859,0.0086774565,"GreaterAfrican,Muslim",African
83,rothbard,13,0.014871571,0.0023821262,0.008343023,0.0010728576,0.0012249872,1.8435411,0.010914528,0.23668729,0.8138661,0.04236869,0.005834353,0.008917932,0.009975368,"GreaterEuropean,British",Non-African
84,aten,13,0.0038647074,0.007556169,0.017325344,0.01888647,0.18694419,0.14219376,0.03791585,0.13523482,0.047406167,0.28940436,0.026634932,0.01119299,0.07544021,"GreaterEuropean,WestEuropean,Germanic",Non-African
85,loyrette,13,0.00041393226,6.9684735e-05,0.002509416,0.0016498717,0.0006606272,0.0648457,0.0007668622,0.0015060144,1.878227,0.0006001734,0.026486486,0.018907784,0.003356225,"GreaterEuropean,WestEuropean,French",Non-African
86,sudan,13,0.0017916999,0.013350584,1.7119764,0.026589323,0.35964373,0.055317715,0.03964833,0.67833036,0.022147236,0.012840392,0.03407478,0.027383134,0.016906537,"Asian,IndianSubContinent",Non-African
87,reid,13,0.048255943,0.0117506655,0.012827412,0.01562622,0.23502408,1.1281301,0.019058065,0.11468819,0.012363574,0.054419428,0.03942323,0.0076821153,0.30075112,"GreaterEuropean,British",Non-African
88,hakananai’a,13,0.041832216,0.41279683,0.07260616,0.118389934,0.15760799,0.01772647,0.0043553733,0.0164209,0.03406307,0.002967625,0.024949884,0.0565764,0.039707094,"Asian,GreaterEastAsian,Japanese",Non-African
89,society,13,0.058119066,0.0016927377,0.040644307,0.24002987,0.1070167,0.8640177,0.13314289,0.329863,0.6660531,0.013414674,0.332587,0.20462075,0.008798095,"GreaterEuropean,British",Non-African
90,versailles,13,0.0013745677,0.0026986066,0.038772553,0.0035356448,0.0045821695,0.15860857,0.005345726,0.025677025,3.278981,0.026491014,0.35956115,0.06923134,0.02514083,"GreaterEuropean,WestEuropean,French",Non-African
91,henry,12,0.0064727576,0.0008747615,0.054595124,0.004720695,0.0013971446,0.6168543,0.0031844778,0.013913811,0.24607298,0.009024339,0.016276529,0.024603566,0.002009474,"GreaterEuropean,British",Non-African
92,wilson,12,0.01578663,0.0324076,0.007878642,0.012018817,0.0021843954,3.510059,0.008751992,0.1645272,0.047387537,0.008433156,0.1353855,0.03030287,0.024876459,"GreaterEuropean,British",Non-African
93,great,12,0.025424827,0.012115863,0.004196629,0.05592292,0.009751575,2.990064,0.030068105,0.18892738,0.20499289,0.019012647,0.1992951,0.21782127,0.042406928,"GreaterEuropean,British",Non-African
94,spencer,12,0.0011108182,0.0019685482,0.005224906,0.0011899221,0.0011200373,0.93092203,0.0019742749,0.025407238,0.011535512,0.0040829857,0.010830841,0.003506727,0.0011261079,"GreaterEuropean,British",Non-African
95,sarr,12,0.013406655,0.018077167,0.02813823,0.017205145,0.2533973,1.6707507,0.04126897,0.2888028,0.3893484,0.06752398,0.1294769,0.05257193,0.030031927,"GreaterEuropean,British",African
96,nelles,12,0.0026524924,0.0041419705,0.022509415,0.020327423,0.017832858,0.77665234,0.017738521,0.4495914,0.10541694,0.032195404,1.4367417,0.03367974,0.080519855,"GreaterEuropean,WestEuropean,Hispanic",Non-African
97,smirke,12,0.010848382,0.00057039375,0.0647264,0.018684845,0.027189206,2.783873,0.010379842,0.028606031,0.020686401,0.0072745746,0.012826454,0.0040183864,0.010316111,"GreaterEuropean,British",Non-African
98,la,12,1.8034132,0.0015937118,0.015799722,0.003143421,0.0110760005,0.025909455,0.017853126,0.012515296,0.03232694,0.01106615,0.0062800013,0.05327249,0.005750583,"Asian,GreaterEastAsian,EastAsian",Non-African
99,sculptures,12,0.017644795,0.016123243,0.053349413,0.004314499,0.0055666766,0.55131996,0.048964858,0.0537377,0.049771972,0.041855738,0.017474247,0.07420326,0.065673634,"GreaterEuropean,British",Non-African
100,urice,11,0.01684127,0.055071563,0.020783179,0.017729748,0.08554527,1.2964807,0.016610626,0.07579146,0.6935792,0.013872873,0.1692929,0.5329459,0.005455402,"GreaterEuropean,British",Non-African
101,soueif,11,0.06956044,0.018113026,0.046843708,0.25984183,0.16932902,0.28738803,0.005127005,0.1875695,0.16696617,0.057635516,0.27611518,0.020862576,0.43464798,"GreaterEuropean,WestEuropean,Nordic",Non-African
102,date,11,0.023544354,0.011597722,0.107899256,0.08115752,0.035493046,1.292686,0.026692968,0.066593476,0.21726196,0.015841506,0.0497088,0.060529318,0.010994029,"GreaterEuropean,British",Non-African
103,books,11,0.007832217,0.0047879964,0.00581708,0.0041956953,0.022255892,3.7533815,0.005035591,0.08547282,0.010452436,0.02545403,0.06199869,0.004258022,0.009058093,"GreaterEuropean,British",Non-African
104,voyages,11,0.014453551,0.0053723454,0.029041309,0.008981085,0.007389767,0.048960343,0.06833853,0.07793914,0.08381819,0.3487371,0.056347266,0.12145315,0.12916815,"GreaterEuropean,WestEuropean,Germanic",Non-African
105,blackwell,11,0.0069608013,0.00057240814,0.003566701,0.00821113,8.669882e-05,0.95241106,0.0015140751,0.0069992933,0.008672309,0.0037363505,0.0052892575,0.0007395833,0.0012402575,"GreaterEuropean,British",Non-African
106,bonaparte's,11,0.0008505754,0.0015941302,0.033073686,0.014414339,0.04541941,1.7145382,0.0006489027,0.025300063,0.0021182848,0.00083834614,0.04250613,0.11690206,0.0017960623,"GreaterEuropean,British",Non-African
107,maspero,11,0.0013286308,0.0037541396,0.007259636,0.0036876723,0.0023823152,0.08147069,0.011433674,0.11086083,0.11884742,0.0058554197,1.2089394,0.44355384,0.00062652974,"GreaterEuropean,WestEuropean,Hispanic",Non-African
108,amon,11,0.0070912293,0.041918114,0.15907241,0.026154816,0.054885056,0.53819585,0.044624034,0.6803719,0.2581908,0.02116642,0.07194635,0.07625305,0.020130066,"GreaterEuropean,Jewish",Non-African
109,reich,11,0.06281317,0.0067650354,0.012808951,0.004428287,0.121951,0.554554,0.13461503,1.5442332,0.065273896,0.33492798,0.110352315,0.01556246,0.03171465,"GreaterEuropean,Jewish",Non-African
110,khafre,11,0.007848123,0.0007659812,0.21948977,0.592063,0.7180863,0.13675007,0.02325893,0.019859375,0.16977969,0.0047767935,0.015180311,0.035462182,0.056679524,"GreaterAfrican,Muslim",African
111,parzinger,11,0.0096487515,0.011693159,0.05373522,0.019369245,0.035398163,0.8003062,0.039589524,0.90935326,0.17182475,0.3710607,0.12235936,0.38028467,0.07537711,"GreaterEuropean,Jewish",Non-African
112,procter,11,0.015339274,0.0100581115,0.011017068,0.013636971,0.00511615,1.5252379,0.039759643,0.20070587,0.09806842,0.024261879,0.01698259,0.030824283,0.008992049,"GreaterEuropean,British",Non-African
113,london,11,0.011600124,0.009337691,0.11195083,0.016625896,0.006215512,3.6505065,0.024133483,0.39636776,0.5635121,0.0065397373,0.04891943,0.14424045,0.010051136,"GreaterEuropean,British",Non-African
114,macdonald,11,0.0101104155,0.01368835,0.0143639,0.0021644344,0.00068021915,3.85296,0.0017020073,0.020973707,0.039274298,0.004537667,0.026130507,0.011060961,0.0023531206,"GreaterEuropean,British",Non-African
115,devilliers,11,0.0030752083,0.0005003928,0.01038107,0.001981226,0.0004318686,0.69545954,0.0015904021,0.0032568902,0.27570215,0.00044345373,0.002060657,0.00344977,0.0016673304,"GreaterEuropean,British",Non-African
116,science,11,0.003919403,0.004226737,0.0021294921,0.005083387,0.0026862575,0.799919,0.005978334,0.022895567,0.5537438,0.03186847,0.12572835,0.3880688,0.05375263,"GreaterEuropean,British",Non-African
117,williams,11,0.015956627,0.008370384,0.006663235,0.00835143,0.0014016433,2.8529687,0.0020655862,0.010656262,0.015279792,0.0020799302,0.051976547,0.015837496,0.008392305,"GreaterEuropean,British",Non-African
118,mosque,11,0.0036791256,0.0011029749,0.0018833502,0.0058739386,0.0018274139,1.3187745,0.007477499,0.2440533,0.24736218,0.010939458,0.15331413,0.0023085943,0.0014035576,"GreaterEuropean,British",Non-African
119,peter,11,0.0034919453,0.0033165284,0.008598848,0.010076157,0.0017591112,0.7038747,0.017260363,0.11015106,0.07014024,0.029311707,0.017077753,0.020663636,0.0042778477,"GreaterEuropean,British",Non-African
120,bjornberg,10,0.0052892747,0.00438485,5.6071476e-05,0.00073776895,0.0032791684,0.056364723,0.2849221,0.78560686,0.022957735,0.043000843,0.018047722,0.010920159,0.76443267,"GreaterEuropean,Jewish",Non-African
121,pharaohs,10,0.0023907605,0.00049451354,0.22838464,0.026995912,0.37365294,0.1534283,0.00093804015,0.14403051,0.041340265,0.0035942642,0.014845536,0.007765843,0.0021384826,"GreaterAfrican,Muslim",African
122,circ,10,0.006570447,0.0008282745,0.0015685693,0.006521585,0.0039059974,0.048521813,0.017901808,0.017975785,0.50645584,0.011481542,0.29336682,0.08343057,0.001470951,"GreaterEuropean,WestEuropean,French",Non-African
123,qui,10,1.8941479,0.008228003,0.0027749892,0.0043044295,0.015007366,0.019130014,0.001270851,0.0039810054,0.018206498,0.0012455209,0.004021311,0.026334604,0.0013474093,"Asian,GreaterEastAsian,EastAsian",Non-African
124,hunt,10,0.015175423,0.0029331818,0.004076345,0.0030870682,0.002798149,2.8859026,0.0035999482,0.01729632,0.03687547,0.0052166414,0.009995999,0.0059725335,0.007070542,"GreaterEuropean,British",Non-African
125,neumann,10,0.026949342,0.012690279,0.12641434,0.02000142,0.03621895,0.17504822,0.09593897,0.45528597,0.0669927,0.8157751,0.10935397,0.01703505,0.042295776,"GreaterEuropean,WestEuropean,Germanic",Non-African
