,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
2371,savage,1,0.009547134,0.009384904,0.09233248,0.0044549457,0.002112668,0.7617543,0.008996114,0.058198042,0.027341416,0.004411669,0.010298149,0.007104645,0.004063454,"GreaterEuropean,British",Non-African
2372,rosetta tharpe,1,0.0015860872,0.001282573,0.011099664,0.0021555545,0.028935786,0.2202814,0.0007319909,0.0010099934,0.12506142,0.0018897757,0.022189245,0.5827996,0.0009768315,"GreaterEuropean,WestEuropean,Italian",Non-African
2373,rosetta isl,1,0.0016622688,0.016141035,0.015834277,0.007163352,0.14870204,0.0960112,0.14200667,0.066861905,0.17906386,0.026424317,0.28065276,0.0140910195,0.0053853444,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2374,savoy‘s,1,0.0012458423,0.0024692698,0.0029314132,0.06363043,0.22803786,0.016349582,0.10015107,0.013044641,0.47118822,0.0056714155,0.05116873,0.035281397,0.008830098,"GreaterEuropean,WestEuropean,French",Non-African
2375,sammy,1,0.01439308,0.0013780665,0.12479601,0.007145886,0.10089176,0.39236575,0.0181426,0.050742388,0.09982131,0.016951267,0.13354762,0.0325016,0.0073226974,"GreaterEuropean,British",Non-African
2376,ruckgabe-forderungen,1,0.012389963,0.004124278,0.012519065,0.00093730335,0.0014528484,0.6744422,0.002272309,0.0022714075,0.019255202,0.086262695,0.020048901,0.0057858755,0.15823796,"GreaterEuropean,British",Non-African
2377,saxl,1,0.00019680479,0.002204554,0.004878913,0.005146328,0.020534001,0.073702596,0.050235268,0.16405006,0.11355942,0.2887952,0.0081812795,0.2077526,0.060762923,"GreaterEuropean,WestEuropean,Germanic",Non-African
2378,rutelli,1,0.000792619,0.0003953122,0.003717837,0.02133622,0.001501869,0.04228853,0.002530908,0.007160436,0.038787276,0.0063324766,0.04136721,0.832134,0.0016552866,"GreaterEuropean,WestEuropean,Italian",Non-African
2379,saint,1,0.0017177342,0.0076887426,0.023721937,0.0017472148,0.0072819437,0.2273659,0.010372455,0.04566524,0.58839303,0.0073812488,0.06948736,0.008635045,0.0005421748,"GreaterEuropean,WestEuropean,French",Non-African
2380,saint laurent,1,0.00014297513,9.234483e-06,0.00067279366,0.00033725338,2.3486233e-05,0.027714921,0.00018165195,9.315714e-05,0.96878004,9.406121e-05,0.00074352144,0.001141462,6.54817e-05,"GreaterEuropean,WestEuropean,French",Non-African
2381,sackler,1,0.0024495327,0.0057086865,0.0029348931,0.006877052,0.0012624924,0.740592,0.0042595067,0.12521778,0.034112614,0.022182127,0.040261302,0.012798301,0.0013436803,"GreaterEuropean,British",Non-African
2382,sacchi’s,1,0.003906994,0.011537967,0.0008024445,0.0073624896,0.0126067465,0.06149967,0.011756975,0.029946066,0.14648427,0.0059336885,0.12463716,0.5829127,0.0006128931,"GreaterEuropean,WestEuropean,Italian",Non-African
2383,saint mark’,1,0.038689464,0.006168476,0.06171206,0.07612645,0.05309545,0.21919428,0.06694962,0.031715717,0.3217144,0.012494205,0.085489236,0.013221002,0.013429551,"GreaterEuropean,WestEuropean,French",Non-African
2384,saint sebastian,1,0.009790508,0.0009896171,0.3962839,0.060612265,0.01073858,0.17327322,0.041615844,0.0121455565,0.24438292,0.0066833086,0.02019023,0.0209861,0.0023079417,"Asian,IndianSubContinent",Non-African
2385,saint-felix de sorgues,1,0.0074820016,0.0058435197,0.006888075,0.0020883763,0.00020716334,0.07528415,0.00011992256,0.0028617454,0.5985813,0.0007146522,0.2857529,0.013590122,0.00058612064,"GreaterEuropean,WestEuropean,French",Non-African
2386,saint-honore,1,0.0076789334,0.0020567165,0.004830623,0.001661588,0.0019492527,0.8557655,0.0017082695,0.026051106,0.014072006,0.0011614464,0.026306557,0.056555714,0.00020228294,"GreaterEuropean,British",Non-African
2387,sa,1,0.103271596,0.06756611,0.13625209,0.036959115,0.16264148,0.039292876,0.018245248,0.06284304,0.121899225,0.022457948,0.14896312,0.06259511,0.017013,"GreaterAfrican,Muslim",African
2388,saint-nicolas,1,0.006236521,0.02632276,0.0037112636,0.0041561485,0.0068787825,0.18205956,0.0135556,0.07801241,0.050625786,0.020717796,0.40690213,0.20035644,0.000464767,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2389,saint-petersburg,1,0.005857461,0.0036094724,0.0011217532,0.0017971825,0.00096640975,0.08341565,0.255829,0.30925378,0.042452633,0.07457011,0.04072548,0.09821093,0.08219014,"GreaterEuropean,Jewish",Non-African
2390,s martin,1,9.117774e-05,0.0005004738,0.008743318,0.0013848068,0.016740767,0.10652593,0.009782111,0.007451681,0.7865074,0.007502448,0.025303574,0.027498525,0.0019678948,"GreaterEuropean,WestEuropean,French",Non-African
2391,sainte-chapelle,1,0.00035006893,1.2366008e-05,0.00080104533,0.005737477,0.0001790395,0.9701505,0.0010514761,0.008332561,0.008789874,0.00062012364,0.0021043897,0.0012509746,0.000620084,"GreaterEuropean,British",Non-African
2392,ruth,1,0.0063931,0.010312735,0.06281325,0.022066658,0.018818941,0.51339203,0.029326357,0.1400921,0.0321282,0.09558794,0.040642526,0.016854558,0.011571638,"GreaterEuropean,British",Non-African
2393,saka,1,0.023702394,0.745462,0.032430883,0.060606554,0.04992086,0.026281634,0.0040621674,0.023919411,0.012595097,0.00031088653,0.008788138,0.011384431,0.00053548964,"Asian,GreaterEastAsian,Japanese",Non-African
2394,ruckgaben,1,0.0021571415,0.0012275173,0.00062311755,0.0046937247,0.0014152183,0.9247016,0.0016045114,0.02928439,0.016373033,0.008920616,0.004809283,0.0016522337,0.0025375148,"GreaterEuropean,British",Non-African
2395,russmann,1,0.0036294993,0.0014929759,0.0005942302,0.0022723323,0.0004525757,0.07254241,0.038123686,0.1228288,0.049278993,0.6288506,0.015336353,0.013909124,0.050688397,"GreaterEuropean,WestEuropean,Germanic",Non-African
2396,russie,1,0.006436789,0.0064406916,0.0011987628,0.1638748,0.0002625288,0.74154043,0.006007549,0.012017957,0.0140596265,0.006462112,0.018269435,0.013017635,0.010411601,"GreaterEuropean,British",Non-African
2397,russell street,1,0.0015395287,0.0007619534,0.0023507,0.00019632642,0.00074683834,0.7646939,0.0015755079,0.0026987793,0.06641099,0.0056936773,0.04131601,0.084414974,0.02760074,"GreaterEuropean,British",Non-African
2398,mkdir,1,0.0006790444,4.087861e-05,0.00051200873,0.94506836,0.029379947,0.0130093405,0.001354856,0.004583419,0.0014691689,4.481103e-05,0.0035162924,0.0002669031,7.507155e-05,"GreaterAfrican,Africans",African
2399,salah,1,0.00013038321,3.7275986e-05,0.030414443,0.051416416,0.8403303,0.01790509,0.0012616987,0.049538888,0.001646109,0.0002501896,0.0021882735,0.004568827,0.00031196102,"GreaterAfrican,Muslim",African
2400,salles,1,0.0018850444,0.0019529581,0.0062764087,0.0061832285,0.016708953,0.26812252,0.006552445,0.07860203,0.07479749,0.0056589185,0.4660265,0.03592938,0.03130399,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2401,rushdie,1,0.0017517229,0.0074153626,0.0057508773,0.15396793,0.0011871941,0.45223653,0.023131752,0.16759147,0.035075888,0.023654507,0.0081878165,0.014137075,0.10591187,"GreaterEuropean,British",Non-African
2402,rurutu island,1,0.039415397,0.0024987005,0.813261,0.005309972,0.0028454396,0.049863484,0.0021366652,0.0009563816,0.07988634,0.0011574017,0.0011073166,0.000612767,0.000949264,"Asian,IndianSubContinent",Non-African
2403,rupprecht,1,0.0024964053,0.00061267277,0.0023187336,0.0006600272,0.002182402,0.0408405,0.21661735,0.25289354,0.03097,0.4110342,0.031078214,0.0036596176,0.004636355,"GreaterEuropean,WestEuropean,Germanic",Non-African
2404,ruiz,1,0.0023085293,0.0017888806,0.002084487,0.00072942383,0.0027263036,0.0049244394,0.0015664133,0.014147365,0.023801466,0.001689549,0.9184154,0.024691368,0.0011263955,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2405,sally,1,0.011884571,0.0006441235,0.019186964,0.01755451,0.040999033,0.5619434,0.009125762,0.026142873,0.17715392,0.002386736,0.04363956,0.07206559,0.017272994,"GreaterEuropean,British",Non-African
2406,salon,1,0.0030609285,0.0024024243,0.01124687,0.036490493,0.044495866,0.10242741,0.020862073,0.51179725,0.17422158,0.0019532111,0.058751576,0.030424982,0.001865339,"GreaterEuropean,Jewish",Non-African
2407,saltetandre monpoixjoseph-andre motte,1,0.011855527,0.0028287545,0.060708404,0.05763548,0.0009582293,0.15820582,0.0025074382,0.0057001254,0.5744296,0.028837005,0.002661195,0.087389156,0.0062834034,"GreaterEuropean,WestEuropean,French",Non-African
2408,saltetjoseph-andre motte,1,0.0010043872,0.00072214974,0.005168232,0.001883896,0.0006740738,0.11398437,0.00059958285,0.007399353,0.08189302,0.021772811,0.12198096,0.6361856,0.006731571,"GreaterEuropean,WestEuropean,Italian",Non-African
2409,roses refugees german,1,0.0055487617,0.021127155,0.04722147,0.017159676,0.05583825,0.22765467,0.023824,0.14723054,0.045406733,0.06857816,0.22258198,0.11461361,0.0032150105,"GreaterEuropean,British",Non-African
2410,scales,1,0.009745963,0.008232721,0.009244749,0.003983634,0.011291014,0.6062121,0.007654817,0.07766336,0.06945407,0.02131693,0.08458661,0.072768375,0.017845714,"GreaterEuropean,British",Non-African
2411,see merryman,1,0.0021785088,0.0017963701,0.002415961,0.0004353298,0.0032028237,0.68906814,0.009131551,0.16210833,0.040571988,0.0052526603,0.06717826,0.015593113,0.0010669264,"GreaterEuropean,British",Non-African
2412,sebok,1,0.034258902,0.0035303377,0.007098724,0.38807893,0.16060582,0.05493499,0.07447412,0.13829008,0.084562495,0.014988539,0.021954827,0.0073275496,0.009894789,"GreaterAfrican,Africans",African
2413,science -electron,1,0.00064895285,0.026505962,0.00080965343,0.00038892208,0.0003407478,0.44204885,0.008321553,0.09639232,0.1783058,0.0044006514,0.035299458,0.17853181,0.028005375,"GreaterEuropean,British",Non-African
2414,science institute berlin,1,0.0002859704,0.0010720367,0.00014634737,0.0003278468,0.00021969783,0.034551788,0.0071492596,0.00038688787,0.20029138,0.0011343781,0.007115139,0.73971915,0.007600172,"GreaterEuropean,WestEuropean,Italian",Non-African
2415,scorpion,1,0.008634859,0.013192265,0.005275218,0.01697192,0.006966064,0.7713864,0.001632356,0.021198075,0.09310576,0.0035750563,0.019339524,0.02059396,0.018128453,"GreaterEuropean,British",Non-African
2416,rock,1,0.025421891,0.012044019,0.008088356,0.0022960606,0.0013888768,0.6862548,0.02313565,0.053299163,0.09247577,0.04007878,0.025580296,0.004441317,0.025494996,"GreaterEuropean,British",Non-African
2417,scott thomas',1,0.0042050965,6.0756105e-05,0.00043521897,0.0013708917,0.000103924634,0.98984843,2.0739306e-05,0.00028292678,0.0013392328,0.00020419517,0.00089355186,0.0011802542,5.4726686e-05,"GreaterEuropean,British",Non-African
2418,rocca:,1,0.013187565,0.011101695,0.015463169,0.013945838,0.043225784,0.24443853,0.0040568276,0.06956121,0.21751605,0.0036814678,0.042114142,0.31932908,0.0023786258,"GreaterEuropean,WestEuropean,Italian",Non-African
2419,roblox,1,0.003330842,0.0017879042,0.0015610761,0.0025384864,0.0006453653,0.5053996,0.0032749078,0.052390445,0.3626682,0.0014365105,0.04443287,0.018960832,0.0015729178,"GreaterEuropean,British",Non-African
2420,scribe,1,0.00905299,0.013048365,0.005203821,0.0415055,0.0056470465,0.7708711,0.0015946921,0.050531197,0.04534001,0.015410913,0.0049506878,0.03471358,0.0021300453,"GreaterEuropean,British",Non-African
2421,robins,1,0.0023481832,0.004467023,0.013454694,0.0026874163,0.0020009442,0.8004526,0.007937736,0.069947705,0.052434795,0.007173691,0.021677552,0.0071116327,0.00830602,"GreaterEuropean,British",Non-African
2422,robin,1,0.014697541,0.0057936995,0.0014244263,0.0009822494,0.0018519938,0.27016813,0.08552095,0.07782627,0.4985397,0.0034917179,0.019198213,0.019651545,0.000853568,"GreaterEuropean,WestEuropean,French",Non-African
2423,robertson qc,1,0.017127018,0.0074415742,0.0012937975,0.0046029487,0.005559475,0.6115965,0.01388164,0.05115822,0.098930724,0.04569486,0.05210195,0.07995568,0.010655544,"GreaterEuropean,British",Non-African
2424,search operators,1,0.023430256,0.00379705,0.007497038,0.001131346,0.0072267926,0.8063524,0.001391083,0.0073734196,0.056910813,0.007873356,0.022281917,0.051116593,0.0036179668,"GreaterEuropean,British",Non-African
2425,roberts,1,0.016424486,0.0037029441,0.018930199,0.00637929,0.0018101635,0.81164557,0.009701539,0.040675964,0.05030188,0.0077685877,0.009292925,0.016126972,0.007239421,"GreaterEuropean,British",Non-African
2426,searching,1,0.0011261533,0.0025821626,0.0056666117,0.005892049,0.003082851,0.9330821,0.0022868623,0.0029202173,0.0037837713,0.008847375,0.018587252,0.0013800517,0.01076264,"GreaterEuropean,British",Non-African
2427,second ©,1,0.008113436,0.011302121,0.013457482,0.0075253835,0.0063207387,0.17816818,0.08490678,0.042462617,0.44204527,0.017014489,0.0956755,0.07184475,0.021163335,"GreaterEuropean,WestEuropean,French",Non-African
2428,rodney,1,0.008710029,0.00040985693,0.044790808,0.0022602188,0.0021849042,0.8018065,0.0063300543,0.102963686,0.015592471,0.0044770013,0.0038171145,0.005281043,0.0013762242,"GreaterEuropean,British",Non-African
2429,secrest,1,0.0018036524,0.0032517756,0.0017116903,0.0008246811,0.0008336784,0.8928362,0.0023546654,0.016880503,0.04168913,0.00051195896,0.027754718,0.009297042,0.00025030968,"GreaterEuropean,British",Non-African
2430,secret,1,0.0035218757,0.001680108,0.002626278,0.0021959986,0.004904167,0.4825014,0.0044306973,0.030795585,0.38899496,0.0017830314,0.023122828,0.05298066,0.00046240175,"GreaterEuropean,British",Non-African
2431,roan,1,0.007520702,0.0095207635,0.045754395,0.023566179,0.03412214,0.56897455,0.01111023,0.089967534,0.10176476,0.013058274,0.07792644,0.01387032,0.0028437143,"GreaterEuropean,British",Non-African
2432,secretariat,1,0.006885108,0.0038130337,0.0072350977,0.0074417703,0.017935675,0.13701816,0.02707259,0.027384628,0.36545724,0.023280866,0.06082749,0.31313667,0.0025117565,"GreaterEuropean,WestEuropean,French",Non-African
2433,secteur de pepy,1,4.5430847e-05,1.7725977e-05,9.771944e-05,0.00031638402,3.8755047e-06,0.034443006,0.00017704612,7.5830416e-05,0.9575831,0.001066039,0.0007830856,0.0050938693,0.00029694103,"GreaterEuropean,WestEuropean,French",Non-African
2434,road haidian district,1,0.0056300513,0.028451491,0.018014522,0.0046206517,0.011639436,0.2573745,0.035161294,0.083898,0.04514708,0.05166815,0.044827156,0.40708882,0.0064788917,"GreaterEuropean,WestEuropean,Italian",Non-African
2435,section article,1,0.00033126556,0.00071420864,0.00020851304,0.004141345,0.03782314,0.023048507,0.012869188,0.003900769,0.14634988,0.022895928,0.006450667,0.7336661,0.007600537,"GreaterEuropean,WestEuropean,Italian",Non-African
2436,rm,1,0.008401202,0.004189551,0.041444045,0.018234855,0.20571488,0.04077514,0.020793878,0.063773714,0.011063068,0.07688242,0.42745912,0.06158439,0.01968377,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2437,rittweg,1,0.023407556,0.009461238,0.002446389,0.031859104,0.004180097,0.58359027,0.0074005183,0.0896055,0.049788468,0.12305445,0.038513258,0.005418548,0.0312746,"GreaterEuropean,British",Non-African
2438,ritchie,1,0.001609836,0.002294537,0.00060297246,0.0034969863,0.00024335609,0.935632,0.0003709531,0.010634072,0.03059004,0.0026095689,0.0075442437,0.0039998703,0.00037155565,"GreaterEuropean,British",Non-African
2439,rimm,1,0.00537594,0.013076529,0.01188081,0.0040280595,0.021638937,0.24655189,0.07455117,0.07103459,0.030478109,0.36356148,0.07676658,0.036083784,0.044972118,"GreaterEuropean,WestEuropean,Germanic",Non-African
2440,section bibtip,1,0.0019018465,0.008900257,0.0013496289,0.113553174,0.033372384,0.12015232,0.29458892,0.01745744,0.036992945,0.11226942,0.0035778785,0.22682561,0.029058209,"GreaterEuropean,EastEuropean",Non-African
2441,rigaud's,1,0.0015892918,0.0053502577,0.35200152,0.036549132,0.0041473154,0.40529552,0.005450696,0.017457504,0.108755596,0.00053913536,0.019700348,0.034603987,0.008559661,"GreaterEuropean,British",Non-African
2442,riefenstahl,1,0.0006523269,0.003437464,0.00027036626,0.00049667933,0.0006092353,0.024141498,0.071405984,0.44692624,0.045346864,0.23235342,0.057109255,0.03684877,0.08040194,"GreaterEuropean,Jewish",Non-African
2443,schyff,1,0.0008600219,0.0005575097,0.00020737588,0.0012992725,0.0028235025,0.059694506,0.22344068,0.19288525,0.061560493,0.3652194,0.007337401,0.009539072,0.0745755,"GreaterEuropean,WestEuropean,Germanic",Non-African
2444,schwetzingen,1,0.0014409352,0.0023894222,5.773122e-05,0.0023706579,0.0015118126,0.061724115,0.034393497,0.16338979,0.15152621,0.41748816,0.049147647,0.024117175,0.09044288,"GreaterEuropean,WestEuropean,Germanic",Non-African
2445,rosenzweig,1,0.009133049,0.0035432337,0.0011047312,0.00681471,0.0011814936,0.04363821,0.05441691,0.5164225,0.041853018,0.276989,0.018274106,0.018110655,0.0085183475,"GreaterEuropean,Jewish",Non-African
2446,schiaparelli,1,0.00026768958,0.00020679216,0.0013863054,0.0008828632,0.0004649169,0.0019709913,0.0012685381,0.005119454,0.028409673,0.009195629,0.029472766,0.92053074,0.0008236021,"GreaterEuropean,WestEuropean,Italian",Non-African
2447,rosenthal,1,0.00073091907,0.00033054073,0.003927045,0.00096040266,0.0023177334,0.15498795,0.016624926,0.7744335,0.020943576,0.015086746,0.0032983304,0.0038796007,0.0024787174,"GreaterEuropean,Jewish",Non-African
2448,scanner,1,0.0034024063,0.0046422626,0.006413799,0.009647416,0.004648097,0.73119605,0.0077523454,0.084177926,0.05833738,0.035655815,0.024991263,0.021549962,0.007585296,"GreaterEuropean,British",Non-African
2449,rosenberger,1,0.0015391365,0.0014129501,0.0007241735,0.001040271,0.0020349412,0.048620496,0.044004392,0.40543714,0.089183465,0.34165943,0.034010787,0.010674872,0.01965804,"GreaterEuropean,Jewish",Non-African
2450,scarlet cheng,1,0.027484091,0.00023442299,0.00047312924,0.20350105,0.00049661554,0.5869035,0.0010299956,6.3283886e-05,0.16512673,0.0027527374,0.008283113,0.0013788005,0.0022725468,"GreaterEuropean,British",Non-African
2451,sceptre,1,0.012587467,0.010715106,0.04155892,0.010847135,0.0055530076,0.5103089,0.06863366,0.04438895,0.033322312,0.06512648,0.016843937,0.11551207,0.06460203,"GreaterEuropean,British",Non-African
2452,schafer,1,0.0014014014,0.00083243795,0.0011589933,0.0005438613,0.0051481053,0.046845503,0.06625772,0.4549422,0.052737676,0.27918538,0.043179255,0.028098831,0.019668736,"GreaterEuropean,Jewish",Non-African
2453,scham,1,0.006709986,0.0046293493,0.00078482664,0.011764306,0.0040883585,0.16425885,0.014876458,0.2661018,0.17630766,0.2162278,0.017200636,0.10678466,0.010265206,"GreaterEuropean,Jewish",Non-African
2454,rosenbauer mps,1,0.0011845458,0.00044173462,0.00042814837,0.00068863865,0.015091182,0.020101279,0.022927506,0.48997074,0.021885654,0.40273905,0.012564264,0.0023902266,0.0095870765,"GreaterEuropean,Jewish",Non-African
2455,rosenbauer,1,0.00111766,0.0001709762,0.00032812732,0.0001670458,0.0019090723,0.013705294,0.020416953,0.7555398,0.023321373,0.1669851,0.009401055,0.0021737216,0.0047638365,"GreaterEuropean,Jewish",Non-African
2456,schelstraete,1,0.003347829,0.0012791604,0.00037105536,0.0043251035,0.00048505867,0.034920037,0.0683417,0.059971943,0.11941292,0.45052007,0.011805961,0.024317626,0.22090162,"GreaterEuropean,WestEuropean,Germanic",Non-African
2457,rose st catherine,1,0.0013610051,0.0006822021,0.0017836932,0.0039353454,0.0037928266,0.91691273,0.012104488,0.0057250834,0.011938677,0.011528076,0.0064885975,0.021889227,0.0018579917,"GreaterEuropean,British",Non-African
2458,rorsarch,1,0.008768507,0.013073307,0.0032615624,0.0026008876,0.0047752745,0.15341406,0.14616773,0.14225952,0.099362485,0.07035158,0.026174733,0.31972173,0.01006872,"GreaterEuropean,WestEuropean,Italian",Non-African
2459,rorimer papers,1,0.0035634907,0.023568565,0.008316289,0.0014183606,0.01010881,0.0690014,0.021646133,0.34017307,0.017118553,0.19323966,0.25166374,0.05654859,0.0036333029,"GreaterEuropean,Jewish",Non-African
2460,rorimer,1,0.008439446,0.009656787,0.0077403076,0.008597325,0.0036530942,0.4183942,0.044793993,0.22108905,0.06938293,0.061049998,0.03370373,0.10682036,0.0066788523,"GreaterEuropean,British",Non-African
2461,schindler,1,0.0013289353,0.001743424,0.00173497,0.0009283473,0.004243949,0.041618142,0.03579335,0.42114305,0.07339169,0.33138895,0.050763685,0.018337173,0.017584307,"GreaterEuropean,Jewish",Non-African
2462,rogers,1,0.006193354,0.0019373788,0.002777926,0.0027136817,0.0020334318,0.80931324,0.004354453,0.05715772,0.055187233,0.006957756,0.012679011,0.03556848,0.0031263132,"GreaterEuropean,British",Non-African
2463,schoch sphinx,1,0.0005856318,0.0013621167,0.0008729126,0.0029481966,0.009273063,0.039758407,0.057243217,0.30304933,0.13471775,0.23019186,0.116097465,0.015395461,0.088504575,"GreaterEuropean,Jewish",Non-African
2464,schocken,1,0.001175096,0.0043725055,0.00050039834,0.0062220166,0.0003907767,0.32008383,0.021381516,0.24414285,0.11920835,0.13058211,0.08218671,0.030331396,0.039422456,"GreaterEuropean,British",Non-African
2465,scholar,1,0.0017464599,0.007845289,0.02106653,0.01784202,0.0016706886,0.11049035,0.094350375,0.18196578,0.09938962,0.2443074,0.03131408,0.07262499,0.115386456,"GreaterEuropean,WestEuropean,Germanic",Non-African
2466,romap-mag,1,0.0010073357,0.0031967117,0.0009791018,0.0035488459,0.008276182,0.069272466,0.5594888,0.11653689,0.11719124,0.047747795,0.026453285,0.04190312,0.004398187,"GreaterEuropean,EastEuropean",Non-African
2467,schomer,1,0.0012068657,0.002494191,0.0012498233,0.0017472501,0.0026835932,0.09399019,0.0222464,0.30121619,0.17846413,0.29605085,0.043883782,0.04381081,0.010955927,"GreaterEuropean,Jewish",Non-African
2468,schongauer,1,0.002750973,0.0011593775,0.00026113138,0.0011326784,0.0044449377,0.026558021,0.030818494,0.2621567,0.16565141,0.45530596,0.024821365,0.013754661,0.011184376,"GreaterEuropean,WestEuropean,Germanic",Non-African
2469,schreiben,1,0.0010719295,0.0017032087,0.00014961559,0.00068464194,0.0006836529,0.14969687,0.016022649,0.38947147,0.13385147,0.25039384,0.026373567,0.017670866,0.012226141,"GreaterEuropean,Jewish",Non-African
2470,rolle juristischer,1,0.0040218234,0.0032650358,0.007370051,0.0029433563,0.0014813561,0.100732714,0.017461983,0.042717814,0.2887255,0.08713403,0.067820214,0.35790595,0.018420247,"GreaterEuropean,WestEuropean,Italian",Non-African
2471,schreibweise,1,0.0042629326,0.0006277152,0.0009876712,0.07126827,0.0017721796,0.4440117,0.0046741394,0.1073083,0.074249566,0.21160337,0.02194309,0.05432442,0.0029666414,"GreaterEuropean,British",Non-African
2472,schreiner,1,0.0011664222,0.0014036754,0.0015913206,0.0005417414,0.0020148875,0.037184715,0.017266665,0.31063724,0.06791972,0.48864722,0.030552614,0.028959785,0.012113913,"GreaterEuropean,WestEuropean,Germanic",Non-African
2473,rolf,1,0.006962308,0.013594753,0.003320912,0.012828337,0.0093009155,0.602406,0.035603877,0.07625493,0.04349158,0.064128295,0.021606332,0.026475372,0.084026374,"GreaterEuropean,British",Non-African
2474,schulz,1,0.0002848675,0.0006735098,0.00065914134,0.000117270516,0.0013050515,0.014900404,0.059115183,0.20900807,0.06265146,0.52253914,0.018711306,0.02710481,0.08292986,"GreaterEuropean,WestEuropean,Germanic",Non-African
2475,rohan ',1,0.0062960326,0.006970975,0.035304468,0.04905242,0.09973358,0.34012872,0.0075131035,0.058964193,0.24704044,0.037799537,0.029740019,0.07543533,0.0060212286,"GreaterEuropean,British",Non-African
2476,schwarz-dodd,1,0.00095651654,0.0023992786,0.00019248956,0.0015869172,0.0015931905,0.06855767,0.11023732,0.38058147,0.035468172,0.2541336,0.0122127095,0.058577724,0.07350294,"GreaterEuropean,Jewish",Non-African
2477,sphinx',1,0.0061562588,0.006103686,0.0033800693,0.0014500063,0.004163984,0.4057205,0.07540102,0.08182982,0.052660353,0.117281705,0.05772581,0.017094133,0.17103264,"GreaterEuropean,British",Non-African
2478,spielberg,1,0.0006558063,0.0006262299,2.7456459e-05,0.00024316505,0.0016318838,0.024090113,0.035850596,0.84147555,0.016211785,0.03442695,0.0077108047,0.0035934586,0.033456355,"GreaterEuropean,Jewish",Non-African
2479,papathanasiou,1,0.00026501415,7.079695e-05,0.54634243,0.3214895,0.06595623,0.022001626,0.015698347,0.0044539506,0.014939981,0.0003318826,0.0072198086,0.0012138569,1.6623171e-05,"Asian,IndianSubContinent",Non-African
2480,tower london,1,0.0035888746,0.00030359652,0.0053609544,0.0052395402,0.0002122953,0.9506367,0.00020663421,0.004980317,0.0073664007,0.0007247756,0.019889599,0.0013424772,0.0001478126,"GreaterEuropean,British",Non-African
2481,tiye,1,0.16173494,0.0032901631,0.00883759,0.024203477,0.0036796194,0.6884374,0.0015275682,0.01984438,0.022682866,0.0008387192,0.0026889804,0.0010942053,0.061140053,"GreaterEuropean,British",Non-African
2482,photo,1,0.025025848,0.0570398,0.07710589,0.0646193,0.016561469,0.12332353,0.026751412,0.023374807,0.0374354,0.01608549,0.38505432,0.12614118,0.02148156,"GreaterEuropean,WestEuropean,Hispanic",Non-African
2483,philosophy,1,0.023262274,0.007691153,0.011525051,0.03936168,0.11465323,0.3183027,0.24524978,0.038831327,0.15486898,0.0064805266,0.013151996,0.01575276,0.01086866,"GreaterEuropean,British",Non-African
2484,todd,1,0.0011598782,0.0041775755,0.009927548,0.008501278,0.0061281007,0.83501965,0.005698742,0.04495388,0.0011343774,0.0085002035,0.021909982,0.04734908,0.00553979,"GreaterEuropean,British",Non-African
2485,tomorrow study hall,1,0.0003951135,0.00045721486,0.00055782037,0.00018311718,3.206638e-05,0.9949787,1.7664206e-05,0.00063404394,0.0012574932,0.00013443457,0.0005521539,0.00058911473,0.0002110985,"GreaterEuropean,British",Non-African
2486,philbrick,1,0.0023458484,0.0057258755,0.008370018,0.0078339605,0.0014244888,0.8457802,0.0056052185,0.037538946,0.04597815,0.0080686975,0.019009557,0.008258844,0.0040602344,"GreaterEuropean,British",Non-African
2487,tompion,1,0.08179632,0.072398335,0.053446144,0.01964693,0.016483406,0.42912883,0.0066486574,0.021365717,0.061638802,0.004062305,0.04886098,0.15365335,0.030870177,"GreaterEuropean,British",Non-African
2488,top page,1,0.010249483,0.0038295165,0.0013395539,0.0388421,0.0065125977,0.17190735,0.16723815,0.11886156,0.07692423,0.14895938,0.1184483,0.121682666,0.015205101,"GreaterEuropean,British",Non-African
2489,phase,1,0.008296217,0.002145103,0.09612419,0.021058923,0.03203555,0.5330604,0.00607678,0.014039784,0.13036484,0.003606736,0.09274636,0.058313284,0.0021318358,"GreaterEuropean,British",Non-African
2490,topoi,1,0.0010542503,0.19543508,0.13175891,0.21073449,0.015513089,0.1370684,0.053284165,0.066928424,0.059210263,0.0025809438,0.0778644,0.045457724,0.0031098265,"GreaterAfrican,Africans",African
2491,pfeiffer,1,0.002362511,0.0015358541,0.0044974857,0.0027870396,0.0091319615,0.18257661,0.018191118,0.3053547,0.1225651,0.29347995,0.028714556,0.017249046,0.011554131,"GreaterEuropean,Jewish",Non-African
